%    UNITS: X,Y,Z in m;  Magnetic Field Intensity in Amps/meter
%           X (m)            Y (m)            Z (m)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
      0.001083333     0.0011873833      0.010538318       -7.6514253      0.035557535        0.3355463       0.34857465      0.035557535        0.3355463 
      0.001083333     0.0012106607      0.010744911       -7.6699961      0.035586661       0.33040881       0.33000389      0.035586661       0.33040881 
      0.001083333     0.0012339381      0.010951503        -7.615799      0.036794263       0.32299295       0.38420103      0.036794263       0.32299295 
      0.001083333     0.0012572155      0.011158096       -7.5566464      0.034499551       0.31980406       0.44335357      0.034499551       0.31980406 
      0.001083333     0.0012804929      0.011364689       -7.5014196      0.034877927       0.31276604       0.49858038      0.034877927       0.31276604 
      0.001083333     0.0013037703      0.011571282       -7.4484691      0.034293824       0.30650018       0.55153089      0.034293824       0.30650018 
      0.001083333     0.0013270478      0.011777874       -7.3920709      0.033174405       0.30135319       0.60792906      0.033174405       0.30135319 
      0.001083333     0.0013503252      0.011984467       -7.3354951      0.033216583        0.2956332       0.66450489      0.033216583        0.2956332 
      0.001083333     0.0013736026       0.01219106       -7.2794724      0.032520728       0.29042859       0.72052765      0.032520728       0.29042859 
      0.001083333       0.00139688      0.012397653       -7.2242867      0.031866686       0.28544351       0.77571326      0.031866686       0.28544351 
      0.001083333     0.0014201574      0.012604245       -7.1707558       0.03132928       0.28027927       0.82924422       0.03132928       0.28027927 
      0.001083333     0.0014434348      0.012810838       -7.1171767      0.030940623       0.27604919       0.88282333      0.030940623       0.27604919 
      0.001083333     0.0014667122      0.013017431       -7.0644617      0.030768243       0.27205484       0.93553831      0.030768243       0.27205484 
      0.001083333     0.0014899897      0.013224024       -7.0122696      0.030170145       0.26783033       0.98773042      0.030170145       0.26783033 
      0.001083333     0.0015132671      0.013430616       -6.9609046      0.029724606         0.263835        1.0390954      0.029724606         0.263835 
      0.001083333     0.0015365445      0.013637209       -6.9101746      0.029235328       0.26010314        1.0898254      0.029235328       0.26010314 
      0.001083333     0.0015598219      0.013843802       -6.8601917      0.028629295       0.25657395        1.1398083      0.028629295       0.25657395 
      0.001083333     0.0015830993      0.014050395       -6.8113578      0.028397669       0.25323708        1.1886422      0.028397669       0.25323708 
      0.001083333     0.0016063767      0.014256988       -6.7626076      0.028094105        0.2491151        1.2373924      0.028094105        0.2491151 
      0.001083333     0.0016296541       0.01446358       -6.7149678      0.027665187       0.24544023        1.2850322      0.027665187       0.24544023 
      0.001083333     0.0016529316      0.014670173       -6.6681859      0.027259308       0.24188926        1.3318141      0.027259308       0.24188926 
      0.001083333      0.001676209      0.014876766       -6.6217237      0.026881065         0.238545        1.3782763      0.026881065         0.238545 
      0.001083333     0.0016994864      0.015083359       -6.5759293      0.026513144       0.23528852        1.4240707      0.026513144       0.23528852 
      0.001083333     0.0017227638      0.015289951       -6.5307722      0.026155038       0.23211653        1.4692278      0.026155038       0.23211653 
      0.001083333     0.0017460412      0.015496544        -6.486229        0.0258063       0.22902584         1.513771        0.0258063       0.22902584 
      0.001083333     0.0017693186      0.015703137       -6.4422804      0.025466525       0.22601344        1.5577196      0.025466525       0.22601344 
      0.001083333      0.001792596       0.01590973       -6.3989091      0.025135345       0.22307642        1.6010909      0.025135345       0.22307642 
      0.001083333     0.0018158735      0.016116322       -6.3560997      0.024812421       0.22021203        1.6439003      0.024812421       0.22021203 
      0.001083333     0.0018391509      0.016322915       -6.3138377      0.024497433       0.21741764        1.6861623      0.024497433       0.21741764 
      0.001083333     0.0018624283      0.016529508       -6.2721096      0.024190085       0.21469072        1.7278904      0.024190085       0.21469072 
      0.001083333     0.0018857057      0.016736101       -6.2309022      0.023890095       0.21202887        1.7690978      0.023890095       0.21202887 
      0.001083333     0.0019089831      0.016942693       -6.1902032      0.023597197       0.20942979        1.8097968      0.023597197       0.20942979 
      0.001083333     0.0019322605      0.017149286       -6.1500004      0.023311139        0.2068913        1.8499996      0.023311139        0.2068913 
      0.001083333      0.001955538      0.017355879       -6.1102825       0.02303168       0.20441129        1.8897175       0.02303168       0.20441129 
      0.001083333     0.0019788154      0.017562472       -6.0710382      0.022758592       0.20198775        1.9289618      0.022758592       0.20198775 
      0.001083333     0.0020020928      0.017769065       -6.0322568      0.022491656       0.19961877        1.9677432      0.022491656       0.19961877 
      0.001083333     0.0020253702      0.017975657       -5.9939279      0.022230664       0.19730251        2.0060721      0.022230664       0.19730251 
      0.001083333     0.0020486476       0.01818225       -5.9560415      0.021975418       0.19503721        2.0439585      0.021975418       0.19503721 
      0.001083333      0.002071925      0.018388843       -5.9185879      0.021725726       0.19282119        2.0814121      0.021725726       0.19282119 
      0.001083333     0.0020952024      0.018595436       -5.8815578      0.021481407       0.19065283        2.1184422      0.021481407       0.19065283 
      0.001083333     0.0021184799      0.018802028        -5.844942      0.021242285        0.1885306         2.155058      0.021242285        0.1885306 
      0.001083333     0.0021417573      0.019008621       -5.8087319      0.021008195       0.18645301        2.1912681      0.021008195       0.18645301 
      0.001083333     0.0021650347      0.019215214       -5.7729188      0.020778976       0.18441865        2.2270812      0.020778976       0.18441865 
