%           X (m)            Y (m)            Z (m)         RealPolX         RealPolY         RealPolZ       RealFieldX       RealFieldY       RealFieldZ        RealFluxX        RealFluxY        RealFluxZ            |Pol|          |Field|           |Flux|
      0.068755435     0.0010916536      0.009688694        1357.3273        9.2839038         9.082441       0.13573273    0.00092839038     0.0009082441     0.0017058384    1.1667664e-05    1.1414473e-05        1357.3894       0.13573894     0.0017059165 
      0.066566304     0.0010916536      0.009688694        1397.6222        2.0048564        11.140746       0.13976222    0.00020048564     0.0011140746     0.0017564794    2.5196288e-06    1.4001275e-05         1397.668        0.1397668     0.0017565371 
      0.064377174     0.0010916536      0.009688694        1431.4571        1.4566704        11.166451       0.14314571    0.00014566704     0.0011166451     0.0017990019    1.8306891e-06    1.4033579e-05        1431.5014       0.14315014     0.0017990576 
      0.062188043     0.0010916536      0.009688694        1464.1664        1.2423546        10.946675       0.14641664    0.00012423546     0.0010946675     0.0018401098     1.561345e-06    1.3757374e-05        1464.2079       0.14642079     0.0018401618 
      0.059998913     0.0010916536      0.009688694        1495.7811        1.1377209        10.623209       0.14957811    0.00011377209     0.0010623209     0.0018798419    1.4298453e-06    1.3350853e-05        1495.8192       0.14958192     0.0018798898 
      0.057809783     0.0010916536      0.009688694        1526.2728        1.0719361        10.253549       0.15262728    0.00010719361     0.0010253549     0.0019181627    1.3471693e-06    1.2886278e-05        1526.3076       0.15263076     0.0019182065 
      0.055620652     0.0010916536      0.009688694        1555.6111        1.0206577        9.8616798       0.15556111    0.00010206577    0.00098616798      0.001955034    1.2827246e-06    1.2393792e-05        1555.6427       0.15556427     0.0019550737 
      0.053431522     0.0010916536      0.009688694        1583.7747       0.97489552        9.4591617       0.15837747    9.7489552e-05    0.00094591617      0.001990429    1.2252123e-06    1.1887922e-05        1583.8033       0.15838033     0.0019904649 
      0.051242391     0.0010916536      0.009688694        1610.7519       0.93128665        9.0520216       0.16107519    9.3128665e-05    0.00090520216     0.0020243329    1.1704064e-06    1.1376243e-05        1610.7776       0.16107776     0.0020243652 
      0.049053261     0.0010916536      0.009688694         1636.538       0.88859581         8.643574        0.1636538    8.8859581e-05     0.0008643574     0.0020567399    1.1167541e-06    1.0862922e-05         1636.561        0.1636561     0.0020567689 
       0.04686413     0.0010916536      0.009688694        1661.1336       0.84638916        8.2356976       0.16611336    8.4638916e-05    0.00082356976     0.0020876507    1.0637103e-06    1.0350318e-05        1661.1542       0.16611542     0.0020876767 
         0.044675     0.0010916536      0.009688694        1684.5425       0.80452744         7.829466       0.16845425    8.0452744e-05     0.0007829466     0.0021170702    1.0111001e-06     9.839781e-06        1684.5609       0.16845609     0.0021170933 
       0.04248587     0.0010916536      0.009688694        1706.7707       0.76297514        7.4254787       0.17067707    7.6297514e-05    0.00074254787     0.0021450058    9.5887872e-07    9.3320648e-06         1706.787        0.1706787     0.0021450263 
      0.040296739     0.0010916536      0.009688694        1727.8253       0.72173335        7.0240465       0.17278253    7.2173335e-05    0.00070240465     0.0021714665    9.0704757e-07    8.8275598e-06        1727.8397       0.17278397     0.0021714846 
      0.038107609     0.0010916536      0.009688694        1747.7141       0.68082464        6.6252983       0.17477141    6.8082464e-05    0.00066252983     0.0021964619    8.5563503e-07    8.3264279e-06        1747.7268       0.17477268     0.0021964778 
