%    UNITS: X,Y,Z in m;  Magnetic Field Intensity in Amps/meter
%           X (m)            Y (m)            Z (m)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
           -0.254                0                0     0.0055248546    3.1100705e-23    -8.343306e-23        8.0055249    3.1100705e-23    -8.343306e-23 
         -0.24892                0                0     0.0059772278   -6.9967547e-23    4.3698988e-23        8.0059772   -6.9967547e-23    4.3698988e-23 
         -0.24384                0                0     0.0064828024   -3.1580839e-23   -4.4593846e-22        8.0064828   -3.1580839e-23   -4.4593846e-22 
         -0.23876                0                0     0.0070499297    5.3979905e-23   -3.8176503e-22        8.0070499    5.3979905e-23   -3.8176503e-22 
         -0.23368                0                0     0.0076886286    2.2203699e-23   -8.1127111e-23        8.0076886    2.2203699e-23   -8.1127111e-23 
          -0.2286                0                0     0.0084109954    4.0081132e-23   -4.4229028e-23         8.008411    4.0081132e-23   -4.4229028e-23 
         -0.22352                0                0     0.0092317344   -7.5836546e-23    3.4314512e-22        8.0092317   -7.5836546e-23    3.4314512e-22 
         -0.21844                0                0      0.010168851    6.2172013e-23    3.9626721e-22        8.0101689    6.2172013e-23    3.9626721e-22 
         -0.21336                0                0      0.011244569    1.7054898e-23   -1.8333859e-22        8.0112446    1.7054898e-23   -1.8333859e-22 
         -0.20828                0                0      0.012486549   -1.1661098e-22   -2.4291996e-22        8.0124865   -1.1661098e-22   -2.4291996e-22 
          -0.2032                0                0      0.013929541    2.4108311e-22    2.5787907e-22        8.0139295    2.4108311e-22    2.5787907e-22 
         -0.19812                0                0      0.015617634    -5.441299e-23    1.9800908e-22        8.0156176    -5.441299e-23    1.9800908e-22 
         -0.19304                0                0      0.017607381    1.6785584e-22    2.6413734e-22        8.0176074    1.6785584e-22    2.6413734e-22 
         -0.18796                0                0      0.019972183   -2.3209814e-22    1.0814688e-22        8.0199722   -2.3209814e-22    1.0814688e-22 
         -0.18288                0                0       0.02280855   -2.8057756e-23    4.1873124e-22        8.0228086   -2.8057756e-23    4.1873124e-22 
