%    UNITS: X,Y,Z in m;  Magnetic Field Intensity in Amps/meter
%           X (m)            Y (m)            Z (m)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
           -0.254                0                0       0.12734154    7.9371605e-22   -2.5120105e-21        8.1273415    7.9371605e-22   -2.5120105e-21 
         -0.24892                0                0       0.13700601   -9.9744796e-22    1.4757173e-21         8.137006   -9.9744796e-22    1.4757173e-21 
         -0.24384                0                0       0.14771901    2.0116522e-22   -6.1052784e-21         8.147719    2.0116522e-22   -6.1052784e-21 
         -0.23876                0                0       0.15963252    1.3617221e-22   -3.8371316e-21        8.1596325    1.3617221e-22   -3.8371316e-21 
         -0.23368                0                0       0.17292667    2.9093205e-22   -5.8454793e-22        8.1729267    2.9093205e-22   -5.8454793e-22 
          -0.2286                0                0       0.18781621    9.3556038e-22   -4.7546735e-22        8.1878162    9.3556038e-22   -4.7546735e-22 
         -0.22352                0                0       0.20455875   -7.3069116e-22   -2.6001151e-22        8.2045587   -7.3069116e-22   -2.6001151e-22 
         -0.21844                0                0       0.22346534    6.6063319e-22    7.1950854e-21        8.2234653    6.6063319e-22    7.1950854e-21 
         -0.21336                0                0       0.24491434   -1.4413972e-22   -5.0469531e-21        8.2449143   -1.4413972e-22   -5.0469531e-21 
         -0.20828                0                0       0.26936956   -2.9423241e-21   -2.5811562e-21        8.2693696   -2.9423241e-21   -2.5811562e-21 
          -0.2032                0                0       0.29740434    3.9530949e-21   -2.1959224e-21        8.2974043    3.9530949e-21   -2.1959224e-21 
         -0.19812                0                0       0.32973395   -3.4191631e-21   -1.3926262e-21        8.3297339   -3.4191631e-21   -1.3926262e-21 
         -0.19304                0                0        0.3672597    2.6438679e-21    7.0416052e-21        8.3672597    2.6438679e-21    7.0416052e-21 
         -0.18796                0                0       0.41112981   -4.5096589e-21    8.9652998e-21        8.4111298   -4.5096589e-21    8.9652998e-21 
         -0.18288                0                0       0.46282465   -1.1893178e-21     -4.68595e-21        8.4628246   -1.1893178e-21     -4.68595e-21 
          -0.1778                0                0       0.52427815    4.7075625e-21   -5.5810747e-21        8.5242781    4.7075625e-21   -5.5810747e-21 
         -0.17272                0                0       0.59805392   -1.3018467e-20   -1.8425985e-20        8.5980539   -1.3018467e-20   -1.8425985e-20 
         -0.16764                0                0       0.68760546   -8.3562983e-21    2.5972044e-20        8.6876055   -8.3562983e-21    2.5972044e-20 
         -0.16256                0                0       0.79766919   -8.5048147e-22   -7.0822666e-20        8.7976692   -8.5048147e-22   -7.0822666e-20 
         -0.15748                0                0       0.93487166    5.6822198e-22   -2.8316748e-20        8.9348717    5.6822198e-22   -2.8316748e-20 
          -0.1524                0                0        1.1086908    1.1044027e-21    1.1791982e-19        9.1086908    1.1044027e-21    1.1791982e-19 
         -0.14732                0                0        1.3330172    1.9840574e-20    6.8562287e-20        9.3330172    1.9840574e-20    6.8562287e-20 
         -0.14224                0                0        1.6287516    2.7051697e-20    1.8152677e-19        9.6287516    2.7051697e-20    1.8152677e-19 
         -0.13716                0                0        2.0282141   -7.2862041e-21    3.1448419e-20        10.028214   -7.2862041e-21    3.1448419e-20 
         -0.13208                0                0        2.5826475    7.4747938e-21    2.0210832e-20        10.582648    7.4747938e-21    2.0210832e-20 
           -0.127                0                0        3.3743719    2.4987987e-20   -2.8835347e-19        11.374372    2.4987987e-20   -2.8835347e-19 
         -0.12192                0                0        4.5317631    2.5438459e-20    1.0272139e-18        12.531763    2.5438459e-20    1.0272139e-18 
         -0.11684                0                0        6.2170254   -2.1653229e-20    7.2799747e-19        14.217025   -2.1653229e-20    7.2799747e-19 
         -0.11176                0                0        8.3912457   -2.2591053e-20    6.9845352e-18        16.391246   -2.2591053e-20    6.9845352e-18 
         -0.10668                0                0        9.5666333    4.4305496e-20    4.8668185e-18        17.566633    4.4305496e-20    4.8668185e-18 
          -0.1016                0                0        5.4451449     5.839622e-20    7.2246645e-18        13.445145     5.839622e-20    7.2246645e-18 
         -0.09652                0                0       -1.6245314   -7.5967004e-20   -1.7034263e-17        6.3754686   -7.5967004e-20   -1.7034263e-17 
         -0.09144                0                0       -4.8836922   -1.5857193e-19   -2.1640359e-17        3.1163078   -1.5857193e-19   -2.1640359e-17 
         -0.08636                0                0       -5.6421744    3.3966997e-20    1.5093547e-17        2.3578256    3.3966997e-20    1.5093547e-17 
         -0.08128                0                0       -5.5902275    -4.621669e-20   -3.7968682e-17        2.4097725    -4.621669e-20   -3.7968682e-17 
          -0.0762                0                0       -5.1071082    1.2273853e-19   -2.6370748e-17        2.8928918    1.2273853e-19   -2.6370748e-17 
         -0.07112                0                0       -4.1464928    1.6728525e-19    2.3097693e-17        3.8535072    1.6728525e-19    2.3097693e-17 
         -0.06604                0                0       -3.2005269   -6.6359748e-19    -5.498564e-18        4.7994731   -6.6359748e-19    -5.498564e-18 
         -0.06096                0                0       -2.7101166    8.4327019e-19    2.3306005e-17        5.2898834    8.4327019e-19    2.3306005e-17 
         -0.05588                0                0       -2.4775854     8.865929e-20   -4.0843918e-17        5.5224146     8.865929e-20   -4.0843918e-17 
          -0.0508                0                0       -2.3319438   -1.8895288e-18   -5.2659855e-18        5.6680562   -1.8895288e-18   -5.2659855e-18 
         -0.04572                0                0       -2.2188095    2.5239394e-19    1.5567956e-17        5.7811905    2.5239394e-19    1.5567956e-17 
         -0.04064                0                0       -2.1236738   -7.3968986e-19   -4.0243945e-17        5.8763262   -7.3968986e-19   -4.0243945e-17 
         -0.03556                0                0       -2.0424597   -3.3545303e-19   -2.8635514e-17        5.9575403   -3.3545303e-19   -2.8635514e-17 
         -0.03048                0                0        -1.973701     4.205404e-18    4.2872612e-18         6.026299     4.205404e-18    4.2872612e-18 
          -0.0254                0                0       -1.9166138    1.9738898e-18   -2.5608673e-17        6.0833862    1.9738898e-18   -2.5608673e-17 
         -0.02032                0                0       -1.8706363    7.6989882e-18    6.1997391e-17        6.1293637    7.6989882e-18    6.1997391e-17 
         -0.01524                0                0       -1.8353021    1.3085528e-17    3.2241122e-17        6.1646979    1.3085528e-17    3.2241122e-17 
         -0.01016                0                0       -1.8101874    1.5017397e-17   -6.2813545e-17        6.1898126    1.5017397e-17   -6.2813545e-17 
