%    UNITS: X,Y,Z in m;  Magnetic Field Intensity in Amps/meter
%           X (m)            Y (m)            Z (m)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
      0.001083333                0                0       -1.7898343    1.7445751e-18    1.0969344e-17        6.2101657    1.7445751e-18    1.0969344e-17 
      0.001083333     1.914592e-05    0.00016992479       -1.7898313     4.348539e-06    3.8594635e-05        6.2101687     4.348539e-06    3.8594635e-05 
      0.001083333     3.829184e-05    0.00033984958       -1.7898221    8.6980562e-06    7.7199592e-05        6.2101779    8.6980562e-06    7.7199592e-05 
      0.001083333     5.743776e-05    0.00050977437       -1.7898068    1.3049536e-05    0.00011582526        6.2101932    1.3049536e-05    0.00011582526 
      0.001083333     7.658368e-05    0.00067969916       -1.7897855    1.7403974e-05    0.00015448215        6.2102145    1.7403974e-05    0.00015448215 
      0.001083333      9.57296e-05    0.00084962395        -1.789758    2.1762384e-05    0.00019318099         6.210242    2.1762384e-05    0.00019318099 
      0.001083333    0.00011487552     0.0010195487       -1.7897244    2.6125806e-05    0.00023193278        6.2102756    2.6125806e-05    0.00023193278 
      0.001083333    0.00013402144     0.0011894735       -1.7896847    3.0495307e-05    0.00027074885        6.2103153    3.0495307e-05    0.00027074885 
      0.001083333    0.00015316736     0.0013593983       -1.7896388    3.4871994e-05    0.00030964096        6.2103612    3.4871994e-05    0.00030964096 
      0.001083333    0.00017231328     0.0015293231       -1.7895868    3.9257015e-05    0.00034862134        6.2104132    3.9257015e-05    0.00034862134 
      0.001083333     0.0001914592     0.0016992479       -1.7895286     4.365157e-05    0.00038770281        6.2104714     4.365157e-05    0.00038770281 
      0.001083333    0.00021060512     0.0018691727       -1.7894643    4.8056916e-05    0.00042689886        6.2105357    4.8056916e-05    0.00042689886 
      0.001083333    0.00022975104     0.0020390975       -1.7893937    5.2474372e-05     0.0004662237        6.2106063    5.2474372e-05     0.0004662237 
      0.001083333    0.00024889696     0.0022090223        -1.789317    5.6905328e-05    0.00050569237         6.210683    5.6905328e-05    0.00050569237 
      0.001083333    0.00026804288     0.0023789471        -1.789234    6.1351254e-05    0.00054532087         6.210766    6.1351254e-05    0.00054532087 
      0.001083333     0.0002871888     0.0025488719       -1.7891448    6.5813701e-05    0.00058512619        6.2108552    6.5813701e-05    0.00058512619 
      0.001083333    0.00030633472     0.0027187966       -1.7890494     7.029431e-05    0.00062512648        6.2109506     7.029431e-05    0.00062512648 
      0.001083333    0.00032548064     0.0028887214       -1.7889477    7.4794813e-05    0.00066534109        6.2110523    7.4794813e-05    0.00066534109 
      0.001083333    0.00034462656     0.0030586462       -1.7888398     7.931704e-05    0.00070579074        6.2111602     7.931704e-05    0.00070579074 
      0.001083333    0.00036377248      0.003228571       -1.7887257    8.3862912e-05    0.00074649754        6.2112743    8.3862912e-05    0.00074649754 
      0.001083333     0.0003829184     0.0033984958       -1.7886055    8.8434439e-05    0.00078748515        6.2113945    8.8434439e-05    0.00078748515 
      0.001083333    0.00040206432     0.0035684206       -1.7884794    9.3033702e-05    0.00082877885        6.2115206    9.3033702e-05    0.00082877885 
      0.001083333    0.00042121024     0.0037383454       -1.7883475    9.7662836e-05    0.00087040556        6.2116525    9.7662836e-05    0.00087040556 
      0.001083333    0.00044035616     0.0039082702       -1.7882104    0.00010232399    0.00091239392        6.2117896    0.00010232399    0.00091239392 
      0.001083333    0.00045950208      0.004078195       -1.7880688    0.00010701925    0.00095477427        6.2119312    0.00010701925    0.00095477427 
      0.001083333      0.000478648     0.0042481198        -1.787924    0.00011175057    0.00099757858         6.212076    0.00011175057    0.00099757858 
      0.001083333    0.00049779392     0.0044180445       -1.7877779    0.00011651965     0.0010408403        6.2122221    0.00011651965     0.0010408403 
      0.001083333    0.00051693984     0.0045879693       -1.7876339    0.00012132769      0.001084594        6.2123661    0.00012132769      0.001084594 
      0.001083333    0.00053608576     0.0047578941       -1.7873741    0.00012691358     0.0010908576        6.2126259    0.00012691358     0.0010908576 
      0.001083333    0.00055523168     0.0049278189       -1.7871966    0.00013272797     0.0011115756        6.2128034    0.00013272797     0.0011115756 
      0.001083333     0.0005743776     0.0050977437       -1.7870198    0.00013914463     0.0011216298        6.2129802    0.00013914463     0.0011216298 
      0.001083333    0.00059352352     0.0052676685       -1.7866837     0.0001222625     0.0010689559        6.2133163     0.0001222625     0.0010689559 
      0.001083333    0.00061266944     0.0054375933       -1.7866013    0.00010975644     0.0012560704        6.2133987    0.00010975644     0.0012560704 
