%           X (m)            Y (m)            Z (m)         RealPolX         RealPolY         RealPolZ       RealFieldX       RealFieldY       RealFieldZ        RealFluxX        RealFluxY        RealFluxZ            |Pol|          |Field|           |Flux|
      0.068755435     0.0010916536      0.009688694        523.91877       0.30160889        2.3996277        5.2391877     0.0030160889      0.023996277     0.0006649595    3.8280304e-07    3.0456158e-06        523.92435        5.2392435    0.00066496659 
      0.066566304     0.0010916536      0.009688694          528.805       0.26155599        2.2946487          5.28805     0.0026155599      0.022946487    0.00067116112    3.3196776e-07     2.912376e-06        528.81004        5.2881004    0.00067116752 
      0.064377174     0.0010916536      0.009688694        534.44082       0.25631017        2.2663641        5.3444082     0.0025631017      0.022663641    0.00067831412    3.2530974e-07    2.8764771e-06        534.44569        5.3444569     0.0006783203 
      0.062188043     0.0010916536      0.009688694        540.29117       0.24856677        2.2039446        5.4029117     0.0024856677      0.022039446    0.00068573941     3.154818e-07     2.797254e-06        540.29573        5.4029573    0.00068574519 
      0.059998913     0.0010916536      0.009688694        546.12234       0.23964029        2.1270364        5.4612234     0.0023964029      0.021270364    0.00069314035    3.0415228e-07    2.6996419e-06        546.12653        5.4612653    0.00069314567 
      0.057809783     0.0010916536      0.009688694        551.82054       0.22998885        2.0422378        5.5182054     0.0022998885      0.020422378    0.00070037252    2.9190264e-07    2.5920152e-06        551.82436        5.5182436    0.00070037738 
      0.055620652     0.0010916536      0.009688694        557.32644       0.21992772        1.9532421        5.5732644     0.0021992772      0.019532421    0.00070736063    2.7913302e-07    2.4790616e-06         557.3299         5.573299    0.00070736503 
      0.053431522     0.0010916536      0.009688694        562.60869       0.20966551        1.8622397        5.6260869     0.0020966551      0.018622397    0.00071406488    2.6610819e-07     2.363561e-06        562.61181        5.6261181    0.00071406884 
      0.051242391     0.0010916536      0.009688694        567.65133       0.19934462        1.7706274        5.6765133     0.0019934462      0.017706274    0.00072046502    2.5300888e-07    2.2472864e-06        567.65413        5.6765413    0.00072046857 
      0.049053261     0.0010916536      0.009688694        572.44723       0.18906313        1.6793289        5.7244723     0.0018906313      0.016793289    0.00072655198    2.3995958e-07    2.1314101e-06        572.44972        5.7244972    0.00072655515 
       0.04686413     0.0010916536      0.009688694        576.99444       0.17888805        1.5889606        5.7699444     0.0017888805      0.015889606    0.00073232333    2.2704533e-07    2.0167143e-06        576.99666        5.7699666    0.00073232614 
         0.044675     0.0010916536      0.009688694        581.29413         0.168864        1.4999274        5.8129413       0.00168864      0.014999274    0.00073778051    2.1432277e-07     1.903713e-06        581.29609        5.8129609    0.00073778299 
       0.04248587     0.0010916536      0.009688694        585.34927        0.1590193        1.4124843        5.8534927      0.001590193      0.014124843    0.00074292731    2.0182784e-07      1.79273e-06          585.351          5.85351     0.0007429295 
      0.040296739     0.0010916536      0.009688694        589.16392       0.14937038        1.3267785        5.8916392     0.0014937038      0.013267785    0.00074776887     1.895814e-07    1.6839518e-06        589.16543        5.8916543    0.00074777079 
      0.038107609     0.0010916536      0.009688694        592.74268       0.13992502        1.2428788        5.9274268     0.0013992502      0.012428788    0.00075231104    1.7759331e-07     1.577466e-06        592.74399        5.9274399    0.00075231271 
      0.035918478     0.0010916536      0.009688694        596.09043        0.1306848        1.1607979        5.9609043      0.001306848      0.011607979    0.00075656002     1.658656e-07    1.4732887e-06        596.09157        5.9609157    0.00075656147 
      0.033729348     0.0010916536      0.009688694        599.21212       0.12164707        1.0805075        5.9921212     0.0012164707      0.010805075    0.00076052208    1.5439487e-07    1.3713838e-06         599.2131         5.992131    0.00076052333 
      0.031540217     0.0010916536      0.009688694         602.1126       0.11280671        1.0019499         6.021126     0.0011280671      0.010019499    0.00076420338    1.4317466e-07    1.2716783e-06        602.11345        6.0211345    0.00076420446 
      0.029351087     0.0010916536      0.009688694         604.7966        0.1041584       0.92504662         6.047966      0.001041584     0.0092504662    0.00076760992     1.321982e-07    1.1740723e-06        604.79731        6.0479731    0.00076761082 
      0.027161957     0.0010916536      0.009688694        607.26858      0.095700776       0.84970365        6.0726858    0.00095700776     0.0084970365    0.00077074737    1.2146375e-07    1.0784468e-06        607.26918        6.0726918    0.00077074813 
      0.024972826     0.0010916536      0.009688694        609.53282       0.08744673       0.77581513        6.0953282     0.0008744673     0.0077581513    0.00077362115    1.1098769e-07    9.8466722e-07        609.53332        6.0953332    0.00077362178 
      0.022783696     0.0010916536      0.009688694        611.59338      0.079453908       0.70326388        6.1159338    0.00079453908     0.0070326388    0.00077623642    1.0084317e-07    8.9258493e-07        611.59379        6.1159379    0.00077623694 
