%             X (in)              Y (in)              Z (in)         RealPolX         RealPolY         RealPolZ       RealFieldX       RealFieldY       RealFieldZ        RealFluxX        RealFluxY        RealFluxZ            |Pol|          |Field|           |Flux|
                7       -2.3195959            0.375        26833.015        1245248.2       -5288.6267        26.859875        1246.4947       -5.2939207      0.033753114        1.5663915    -0.0066525369        1245548.5        1246.7953        1.5667692 
             7.75       -2.3113117            0.375        5038.3203        1140819.3       -3086.7275        5.0433637        1141.9613       -3.0898173     0.0063376777        1.4350309    -0.0038827789        1140834.6        1141.9766        1.4350501 
              7.5       -2.2367532            0.375          32159.3        1169064.6       -4714.2237        32.191491        1170.2349       -4.7189427      0.040453021        1.4705605    -0.0059299982        1169516.4        1170.6871        1.4711288 
             7.25       -2.1621948            0.375        30432.016        1206056.2       -5250.8307        30.462479        1207.2635       -5.2560868       0.03828028        1.5170921    -0.0066049935        1206451.6        1207.6592        1.5175893 
                7       -2.0876364            0.375        10898.841        1217769.1       -4673.3133        10.909751        1218.9881       -4.6779913      0.013709597        1.5318256    -0.0058785372        1217826.8        1219.0459        1.5318982 
             7.75       -2.0544993            0.375       -2575.0734        1174164.6       -2120.7661        -2.577651          1175.34        -2.122889    -0.0032391718        1.4769757     -0.002667701        1174169.3        1175.3447        1.4769817 
              7.5       -1.9882251            0.375         11540.77        1185686.2       -3826.7771        11.552323        1186.8731       -3.8306077      0.014517077        1.4914687    -0.0048136837        1185748.6        1186.9355        1.4915471 
             7.25       -1.9219509            0.375        12024.038        1203285.7       -4479.6517        12.036074        1204.4902       -4.4841359      0.015124977        1.5136071    -0.0056349313        1203354.2        1204.5587        1.5136931 
                7       -1.8556768            0.375        4124.7034        1207859.6       -4058.7152        4.1288323        1209.0686        -4.062778     0.0051884436        1.5193605    -0.0051054374        1207873.4        1209.0825        1.5193779 
             7.75       -1.7976869            0.375       -5370.8649        1191114.9       -1950.0763       -5.3762411        1192.3072       -1.9520284    -0.0067559838        1.4982975    -0.0024529912        1191128.6        1192.3209        1.4983147 
