%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ
            7.775        -3.116623          0.65625        -16581364   -1.3078642e+08          4308376 
            7.575       -3.0364526          0.65625        -50491203   -1.6160122e+08          2609937 
            7.375       -2.9562823          0.65625        -75234439   -1.9337526e+08        2436932.8 
            7.175       -2.8761119          0.65625        -95312379    -2.369384e+08          2463619 
            6.975       -2.7959415          0.65625        -56649714   -3.3540199e+08          3054901 
            7.775       -2.9088481          0.65625       -9903191.4   -1.6877285e+08          4172571 
            7.575       -2.8340225          0.65625        -35107769     -1.92608e+08        3110669.8 
            7.375       -2.7591968          0.65625        -51632722    -2.198158e+08        2756277.4 
            7.175       -2.6843711          0.65625        -50289234   -2.5710519e+08        2513432.2 
            6.975       -2.6095454          0.65625        -24423710   -2.8691398e+08        3706865.1 
            7.775       -2.7010733          0.65625       -6018948.5   -1.9699202e+08        4050337.4 
            7.575       -2.6315923          0.65625        -23106091   -2.1492535e+08        2568583.8 
            7.375       -2.5621113          0.65625        -30439762     -2.34525e+08        2176231.9 
            7.175       -2.4926303          0.65625        -26010547   -2.5432664e+08          2170472 
            6.975       -2.4231493          0.65625        -12373764   -2.6653602e+08          3255717 
            7.775       -2.4932984          0.65625       -3049327.5   -2.1677359e+08        3167471.6 
            7.575       -2.4291621          0.65625        -13306327   -2.2851998e+08        2035944.4 
            7.375       -2.3650258          0.65625        -16924662   -2.4029047e+08        1804397.2 
            7.175       -2.3008895          0.65625        -14110692   -2.5044695e+08        1876650.8 
            6.975       -2.2367532          0.65625       -7278932.7   -2.5705455e+08        2801011.9 
            7.775       -2.2855235          0.65625       -1065871.7    -2.289468e+08        2621173.4 
            7.575       -2.2267319          0.65625       -7150807.5   -2.3625472e+08        1708516.5 
            7.375       -2.1679403          0.65625       -9281279.3   -2.4287132e+08        1542523.1 
            7.175       -2.1091487          0.65625       -7994277.8   -2.4830378e+08        1626235.3 
            6.975       -2.0503571          0.65625       -4683480.7   -2.5239795e+08        2413392.4 
            7.775       -2.0777487          0.65625        96754.032   -2.3628355e+08        2237916.8 
            7.575       -2.0243018          0.65625         -3596702   -2.4073695e+08          1466646 
            7.375       -1.9708549          0.65625       -5076281.4   -2.4439086e+08        1335402.3 
            7.175       -1.9174079          0.65625       -4724142.6   -2.4740283e+08        1415857.1 
            6.975        -1.863961          0.65625       -3238587.7   -2.5014505e+08        2092891.9 
            7.775       -1.8699738          0.65625        688392.95   -2.4074433e+08        1939864.4 
            7.575       -1.8218716          0.65625         -1651655   -2.4348222e+08        1273993.5 
            7.375       -1.7737694          0.65625       -2780822.7   -2.4549745e+08        1165024.4 
            7.175       -1.7256671          0.65625       -2919079.2   -2.4721681e+08        1238119.2 
            6.975       -1.6775649          0.65625       -2378838.9   -2.4913901e+08        1825133.5 
            7.775       -1.6621989          0.65625        943284.61   -2.4356207e+08        1693988.6 
            7.575       -1.6194414          0.65625       -623622.96   -2.4528084e+08        1114126.2 
            7.375       -1.5766839          0.65625       -1531649.6   -2.4639475e+08        1019509.2 
            7.175       -1.5339264          0.65625       -1895960.7   -2.4740342e+08        1084249.2 
            6.975       -1.4911688          0.65625       -1836018.3   -2.4878924e+08          1597844 
            7.775       -1.4544241          0.65625        1009347.5   -2.4544377e+08          1481576 
            7.575       -1.4170112          0.65625       -100763.71   -2.4654057e+08        974029.32 
            7.375       -1.3795984          0.65625       -848835.11   -2.4715908e+08        893028.34 
            7.175       -1.3421856          0.65625       -1301139.6   -2.4776488e+08        951457.42 
            6.975       -1.3047727          0.65625       -1475285.3   -2.4877887e+08          1401806 
            7.775       -1.2466492          0.65625        981117.12   -2.4677836e+08        1293341.6 
            7.575       -1.2145811          0.65625        151655.32   -2.4747785e+08        851076.94 
            7.375       -1.1825129          0.65625       -476425.11   -2.4781953e+08        781507.68 
            7.175       -1.1504448          0.65625       -939815.95   -2.4819219e+08        833618.53 
            6.975       -1.1183766          0.65625       -1217595.5   -2.4893817e+08        1228929.2 
            7.775       -1.0388743          0.65625         901784.8   -2.4777359e+08        1121076.7 
            7.575       -1.0121509          0.65625        258005.82   -2.4820872e+08        738972.66 
            7.375      -0.98542743          0.65625       -272664.97   -2.4839225e+08        679530.07 
            7.175      -0.95870397          0.65625       -713684.93   -2.4862611e+08        726216.63 
            6.975      -0.93198052          0.65625         -1024805    -2.491743e+08        1073857.6 
            7.775      -0.83109947          0.65625        798860.14   -2.4854566e+08        960838.02 
            7.575      -0.80972071          0.65625        285564.65   -2.4879592e+08        635140.41 
            7.375      -0.78834194          0.65625       -164512.29   -2.4888897e+08        585928.99 
            7.175      -0.76696318          0.65625       -564964.59   -2.4903676e+08        628138.94 
            6.975      -0.74558441          0.65625        -871760.1    -2.494345e+08        932898.58 
            7.775       -0.6233246          0.65625        683349.32   -2.4915763e+08        809994.13 
            7.575      -0.60729053          0.65625        269201.86   -2.4927592e+08         537630.6 
            7.375      -0.59125646          0.65625       -108402.31   -2.4931479e+08        498197.33 
            7.175      -0.57522238          0.65625       -460384.79    -2.494086e+08        536971.07 
            6.975      -0.55918831          0.65625       -744235.15   -2.4969005e+08        802312.06 
            7.775      -0.41554974          0.65625        563923.75   -2.4964502e+08        665854.52 
            7.575      -0.40486035          0.65625        231261.95   -2.4966882e+08        445218.56 
            7.375      -0.39417097          0.65625       -81844.675   -2.4967372e+08        415035.47 
            7.175      -0.38348159          0.65625        -381829.1   -2.4973398e+08        450637.21 
            6.975      -0.37279221          0.65625       -632392.03   -2.4992633e+08        679732.74 
            7.775      -0.20777487          0.65625        442063.85   -2.5002726e+08        526635.55 
            7.575      -0.20243018          0.65625        181476.45   -2.4998538e+08        355598.76 
            7.375      -0.19708549          0.65625       -69849.554   -2.4996965e+08        335107.34 
            7.175      -0.19174079          0.65625       -317754.38   -2.5000938e+08        368058.67 
            6.975       -0.1863961          0.65625        -531088.9   -2.5013592e+08        563019.94 
            7.775   -9.2981178e-16          0.65625        321482.12   -2.5031493e+08        390140.82 
            7.575   -1.0338952e-15          0.65625        128245.01   -2.5023201e+08        268221.54 
            7.375   -1.0338952e-15          0.65625       -65352.411   -2.5020565e+08        257160.53 
            7.175   -1.0130785e-15          0.65625       -261886.91   -2.5023437e+08         287859.8 
            6.975    -1.047773e-15          0.65625       -436179.34   -2.5031539e+08        450293.86 
            7.775       0.20777487          0.65625        201931.23   -2.5051154e+08        255449.84 
            7.575       0.20243018          0.65625        74667.745   -2.5041241e+08        182143.67 
            7.375       0.19708549          0.65625       -62356.802   -2.5038409e+08        180524.17 
            7.175       0.19174079          0.65625       -208576.57   -2.5040928e+08        209203.24 
            6.975        0.1863961          0.65625       -344428.34   -2.5046404e+08        340104.12 
            7.775       0.41554974          0.65625        83191.522     -2.50617e+08        121700.53 
            7.575       0.40486035          0.65625         23831.41    -2.505255e+08        96459.217 
            7.375       0.39417097          0.65625       -54912.183   -2.5050496e+08         104570.2 
            7.175       0.38348159          0.65625       -152277.06   -2.5053583e+08        131300.17 
            6.975       0.37279221          0.65625       -252737.75    -2.505833e+08        231084.91 
            7.775        0.6233246          0.65625       -30902.658   -2.5062425e+08       -13137.936 
            7.575       0.60729053          0.65625        -15850.68   -2.5056752e+08        10760.334 
            7.375       0.59125646          0.65625       -36081.213   -2.5056766e+08        28184.623 
            7.175       0.57522238          0.65625       -86998.227   -2.5061664e+08        52951.318 
            6.975       0.55918831          0.65625       -157343.32   -2.5067742e+08        121631.93 
            7.775       0.83109947          0.65625       -138655.82   -2.5051747e+08       -150542.36 
            7.575       0.80972071          0.65625        -34577.22    -2.505305e+08       -77041.617 
            7.375       0.78834194          0.65625        8984.7239   -2.5057095e+08       -49724.882 
            7.175       0.76696318          0.65625       -1655.4679   -2.5065763e+08       -26622.526 
            6.975       0.74558441          0.65625       -53778.062   -2.5075466e+08        10119.956 
            7.775        1.0388743          0.65625        -230944.7   -2.5026479e+08       -292748.95 
            7.575        1.0121509          0.65625       -9661.8289   -2.5039728e+08       -167813.08 
            7.375       0.98542743          0.65625         102753.2   -2.5051385e+08       -130085.03 
            7.175       0.95870397          0.65625        121293.24    -2.506693e+08       -109050.43 
            6.975       0.93198052          0.65625        66800.346   -2.5083068e+08       -105042.82 
            7.775        1.2466492          0.65625        -295964.2    -2.498066e+08       -441716.42 
