%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ
            7.775        -3.116623          0.65625        -11338023    -1.082842e+08        5613297.8 
            7.575       -3.0364526          0.65625        -39486851   -1.3402528e+08        3228629.7 
            7.375       -2.9562823          0.65625        -60443758   -1.6003508e+08        2896057.1 
            7.175       -2.8761119          0.65625        -77388631   -1.9573756e+08        2855178.6 
            6.975       -2.7959415          0.65625        -46472251   -2.7669663e+08        3365502.7 
            7.775       -2.9088481          0.65625       -6188905.5   -1.3910591e+08        5114182.4 
            7.575       -2.8340225          0.65625        -27262091   -1.6007456e+08        3634439.4 
            7.375       -2.7591968          0.65625        -41409215     -1.82278e+08        3154161.1 
            7.175       -2.6843711          0.65625        -40880476   -2.1284906e+08        2832060.6 
            6.975       -2.6095454          0.65625        -20258286   -2.3790633e+08        3886847.6 
            7.775       -2.7010733          0.65625       -3293745.7   -1.6282926e+08        4872168.2 
            7.575       -2.6315923          0.65625        -17803245   -1.7888267e+08        3026076.8 
            7.375       -2.5621113          0.65625        -24230396   -1.9490342e+08        2518831.9 
            7.175       -2.4926303          0.65625        -21058314   -2.1119118e+08        2427175.1 
            6.975       -2.4231493          0.65625        -10322643   -2.2171319e+08        3394845.1 
            7.775       -2.4932984          0.65625       -1095759.6   -1.7979953e+08          3896258 
            7.575       -2.4291621          0.65625       -9916785.9   -1.9046078e+08        2438709.5 
            7.375       -2.3650258          0.65625        -13261670   -2.0008784e+08        2100346.6 
            7.175       -2.3008895          0.65625        -11337697   -2.0848034e+08        2093699.9 
            6.975       -2.2367532          0.65625       -6101382.4     -2.14293e+08        2918633.9 
            7.775       -2.2855235          0.65625        335301.11   -1.9037687e+08        3266910.9 
            7.575       -2.2267319          0.65625       -5004446.7   -1.9718247e+08        2063336.9 
            7.375       -2.1679403          0.65625       -7078364.6   -2.0259377e+08        1800715.3 
            7.175       -2.1091487          0.65625       -6348060.2   -2.0709962e+08        1814130.8 
            6.975       -2.0503571          0.65625       -3947279.8   -2.1076583e+08        2517636.6 
            7.775       -2.0777487          0.65625        1131601.1   -1.9690195e+08        2807631.9 
            7.575       -2.0243018          0.65625       -2200391.2   -2.0119197e+08        1778949.5 
            7.375       -1.9708549          0.65625       -3698328.1   -2.0417394e+08        1561608.1 
            7.175       -1.9174079          0.65625       -3690271.1   -2.0668024e+08        1580262.4 
            6.975        -1.863961          0.65625       -2746933.4   -2.0917163e+08        2187091.6 
            7.775       -1.8699738          0.65625        1483007.8   -2.0100128e+08        2439701.1 
            7.575       -1.8218716          0.65625       -700213.81   -2.0373802e+08        1547834.7 
            7.375       -1.7737694          0.65625       -1875409.4   -2.0537235e+08        1363004.9 
            7.175       -1.7256671          0.65625       -2233821.2   -2.0680494e+08        1382343.7 
            6.975       -1.6775649          0.65625       -2033059.6   -2.0857144e+08        1910773.1 
            7.775       -1.6621989          0.65625        1573459.2    -2.036961e+08        2128939.9 
            7.575       -1.6194414          0.65625        57917.588   -2.0547335e+08        1352408.3 
            7.375       -1.5766839          0.65625       -905359.17   -2.0636323e+08          1192033 
            7.175       -1.5339264          0.65625       -1418862.3     -2.07201e+08        1210620.1 
            6.975       -1.4911688          0.65625         -1583306   -2.0848505e+08        1675513.1 
            7.775       -1.4544241          0.65625        1519460.1   -2.0557291e+08        1855822.1 
            7.575       -1.4170112          0.65625         408447.4   -2.0673566e+08        1179432.4 
            7.375       -1.3795984          0.65625       -396343.56   -2.0721377e+08        1041932.9 
            7.175       -1.3421856          0.65625       -955317.46    -2.077108e+08        1061086.5 
            6.975       -1.3047727          0.65625       -1285670.2   -2.0865466e+08        1471632.5 
            7.775       -1.2466492          0.65625        1395684.8   -2.0695552e+08        1610044.8 
            7.575       -1.2145811          0.65625        541930.62    -2.077049e+08          1025154 
            7.375       -1.1825129          0.65625       -139510.79   -2.0795077e+08        908003.92 
            7.175       -1.1504448          0.65625       -683226.05    -2.082478e+08        927434.53 
            6.975       -1.1183766          0.65625       -1074347.9   -2.0894237e+08        1290983.3 
            7.775       -1.0388743          0.65625        1235523.3   -2.0801789e+08        1382959.7 
            7.575       -1.0121509          0.65625        559084.66   -2.0847807e+08         883230.7 
            7.375      -0.98542743          0.65625       -19218.969   -2.0858956e+08        784797.62 
            7.175      -0.95870397          0.65625       -521992.95   -2.0876537e+08        805046.21 
            6.975      -0.93198052          0.65625       -917552.02   -2.0927294e+08        1128109.8 
            7.775      -0.83109947          0.65625        1060166.2   -2.0885813e+08        1169952.1 
            7.575      -0.80972071          0.65625        514180.99   -2.0910804e+08        750697.81 
            7.375      -0.78834194          0.65625        23932.926   -2.0914131e+08        670669.33 
            7.175      -0.76696318          0.65625        -424203.1   -2.0924038e+08        692371.33 
            6.975      -0.74558441          0.65625        -794280.7   -2.0960375e+08         979228.3 
            7.775       -0.6233246          0.65625        877533.79   -2.0953003e+08        967826.53 
            7.575      -0.60729053          0.65625        435108.76   -2.0962581e+08        625294.45 
            7.375      -0.59125646          0.65625          25353.4   -2.0961126e+08        563009.95 
            7.175      -0.57522238          0.65625        -362562.6    -2.096611e+08        586921.02 
            6.975      -0.55918831          0.65625       -692637.71   -2.0991174e+08        840660.67 
            7.775      -0.41554974          0.65625        693915.02   -2.1006431e+08        773475.27 
            7.575      -0.40486035          0.65625        339688.83    -2.100487e+08        505503.31 
            7.375      -0.39417097          0.65625         3169.931   -2.1000353e+08        460296.63 
            7.175      -0.38348159          0.65625       -322303.55   -2.1002198e+08        486567.59 
            6.975      -0.37279221          0.65625        -604426.8    -2.101853e+08        710030.23 
            7.775      -0.20777487          0.65625        509757.05   -2.1047806e+08        584731.49 
            7.575      -0.20243018          0.65625        235394.09   -2.1038614e+08        388973.03 
            7.375      -0.19708549          0.65625        -30577.82   -2.1032192e+08        361083.66 
            7.175      -0.19174079          0.65625       -294004.96   -2.1032071e+08        390096.25 
            6.975       -0.1863961          0.65625       -525333.34   -2.1041868e+08        585181.27 
            7.775   -9.2981178e-16          0.65625        327507.43    -2.107807e+08        399143.77 
            7.575   -1.0338952e-15          0.65625         128731.9   -2.1064382e+08        274863.88 
            7.375   -1.0338952e-15          0.65625       -70379.236   -2.1056937e+08        263991.57 
            7.175   -1.0130785e-15          0.65625       -272672.86   -2.1055729e+08        296089.19 
            6.975    -1.047773e-15          0.65625       -451954.11   -2.1060925e+08        464286.91 
            7.775       0.20777487          0.65625        146317.25    -2.109755e+08        215357.95 
            7.575       0.20243018          0.65625        21781.358    -2.108251e+08        162044.88 
            7.375       0.19708549          0.65625       -111601.02   -2.1074811e+08        168193.22 
            7.175       0.19174079          0.65625       -253795.03   -2.1073226e+08        203595.88 
            6.975        0.1863961          0.65625        -381622.8   -2.1075652e+08        345865.98 
            7.775       0.41554974          0.65625       -34633.967   -2.1106257e+08        32078.881 
            7.575       0.40486035          0.65625       -83390.607   -2.1092918e+08        49422.626 
            7.375       0.39417097          0.65625       -149654.35   -2.1085823e+08        72904.574 
            7.175       0.38348159          0.65625       -232962.47   -2.1084709e+08        111714.48 
            6.975       0.37279221          0.65625       -311810.17   -2.1086171e+08        228522.16 
            7.775        0.6233246          0.65625       -212773.66   -2.1103592e+08       -152977.77 
            7.575       0.60729053          0.65625        -180258.2   -2.1095297e+08       -63699.399 
            7.375       0.59125646          0.65625       -179151.25    -2.108992e+08       -23114.332 
            7.175       0.57522238          0.65625       -205461.61   -2.1090392e+08        19204.919 
            6.975       0.55918831          0.65625       -239494.45   -2.1092824e+08        110705.18 
            7.775       0.83109947          0.65625       -387434.29     -2.10882e+08       -341669.09 
            7.575       0.80972071          0.65625       -261269.52   -2.1088977e+08       -179454.11 
            7.375       0.78834194          0.65625       -188183.39   -2.1086983e+08       -121063.72 
            7.175       0.76696318          0.65625       -162323.44   -2.1090744e+08       -74846.287 
            6.975       0.74558441          0.65625       -161034.14   -2.1096271e+08       -9222.6087 
            7.775        1.0388743          0.65625       -551864.47   -2.1057369e+08        -536644.5 
            7.575        1.0121509          0.65625        -308243.2   -2.1072514e+08       -298997.64 
            7.375       0.98542743          0.65625       -158627.12   -2.1076898e+08       -222091.07 
            7.175       0.95870397          0.65625       -89341.107   -2.1086599e+08       -172117.93 
            6.975       0.93198052          0.65625         -69224.5   -2.1097778e+08       -132861.59 
            7.775        1.2466492          0.65625        -697328.1   -2.1006054e+08          -740421 
            7.575        1.2145811          0.65625       -292369.87   -2.1043098e+08       -424081.37 
            7.375        1.1825129          0.65625       -54630.387   -2.1059491e+08       -328253.32 
