%    UNITS: X,Y,Z in in;  Magnetic Field Intensity in Amps/meter
%          X (in)           Y (in)           Z (in)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
                0             0.05                0       -100.32019        1928486.2     -0.067414992         19.54739        2049223.3     -0.067414992 
          0.00098             0.05          0.00995        -97.90738        1928497.1         21.49141         21.94943        2049232.8        9.4032865 
          0.00196             0.05           0.0199       -100.82647        1928501.7        30.340713        19.017375        2049233.9        6.1650625 
          0.00294             0.05          0.02985       -101.08113        1928507.2        38.751331        18.747488        2049233.5        2.4897624 
          0.00392             0.05           0.0398       -101.33753        1928515.1        47.191246         18.47356        2049233.3       -1.1536239 
           0.0049             0.05          0.04975       -101.59654        1928525.2        55.650476        18.194663          2049233        -4.774068 
          0.00588             0.05           0.0597       -101.85935        1928537.1        64.117474        17.909561        2049232.2       -8.3821095 
          0.00686             0.05          0.06965       -100.67733        1928547.7        68.149735        19.066836        2049227.9       -16.419245 
          0.00784             0.05           0.0796       -97.665646        1928556.5        84.085112        22.051264        2049219.5       -12.546614 
          0.00882             0.05          0.08955        -100.5079        1928572.8        95.527649        19.179199        2049216.4       -13.159168 
           0.0098             0.05           0.0995       -98.273022        1928592.8        109.73213        21.381653        2049214.6       -11.001117 
          0.01078             0.05          0.10945       -97.514314        1928614.7        120.56051        22.105284        2049212.5       -12.209514 
          0.01176             0.05           0.1194       -98.623084        1928641.8        127.63607        20.958729        2049213.4       -17.160056 
          0.01274             0.05          0.12935       -101.26784        1928667.4        134.10964        18.273431        2049210.5       -22.700944 
          0.01372             0.05           0.1393       -104.74731        1928697.6        147.51479        14.750617        2049209.9       -21.297579 
           0.0147             0.05          0.14925       -103.80476        1928760.4        150.39929        15.646972        2049239.8       -30.401228 
          0.01568             0.05           0.1592       -107.43804        1928809.6        167.70356        11.964593        2049253.7       -25.070456 
          0.01666             0.05          0.16915       -106.47605        1928854.1        183.89389        12.874539        2049260.7       -20.837999 
          0.01764             0.05           0.1791       -97.788364        1928854.7        178.16881        21.507177        2049221.6       -38.504342 
          0.01862             0.05          0.18905       -102.19035        1928855.8        184.36545        17.047109        2049180.7       -44.231357 
           0.0196             0.05            0.199        -138.4463        1928885.1        182.90299       -19.270026        2049165.9       -57.598899 
          0.02058             0.05          0.20895       -144.16734        1928916.1        190.42966       -25.055373        2049150.4       -61.957764 
          0.02156             0.05           0.2189       -106.39105        1928959.9        214.71592         12.65342        2049145.6       -49.536506 
          0.02254             0.05          0.22885       -103.60125        1929000.9         224.7196        15.372501        2049135.6        -51.37634 
          0.02352             0.05           0.2388       -93.618949        1929018.8        240.33313        25.280815        2049100.5       -47.583864 
           0.0245             0.05          0.24875       -68.273896        1929021.6        256.30212        50.548561        2049047.9        -43.41251 
          0.02548             0.05           0.2587       -61.370131        1929114.2        239.72328        57.371661          2049083       -71.764614 
          0.02646             0.05          0.26865       -105.08284        1929149.6        225.32386        13.574882        2049058.7       -97.911968 
          0.02744             0.05           0.2786       -105.98241        1929279.4        244.60354        12.587804        2049126.6       -90.353956 
          0.02842             0.05          0.28855       -98.391185        1929342.4        283.27973        20.088027        2049125.5       -63.372216 
           0.0294             0.05           0.2985       -92.502133        1929469.3        290.69948        25.882549        2049186.2       -67.618764 
          0.03038             0.05          0.30845       -126.97353          1929606        270.19517       -8.6869418        2049254.4       -99.760296 
          0.03136             0.05           0.3184       -112.18562        1929684.9        371.87876        5.9992556        2049262.6       -9.6839171 
          0.03234             0.05          0.32835       -146.61036        1929843.9        343.85904       -28.530838        2049348.8       -49.279925 
          0.03332             0.05           0.3383       -98.408296        1929871.2          310.097        19.562178        2049301.1       -94.586398 
           0.0343             0.05          0.34825       -82.694943          1929874         248.7725         35.16276        2049226.8       -167.42258 
          0.03528             0.05           0.3582       -99.071028        1929923.3        277.61415        18.670138        2049196.8       -150.05896 
          0.03626             0.05          0.36815       -104.72541        1930037.6         462.3713        12.895419        2049229.7        23.254717 
          0.03724             0.05           0.3781       -203.88043        1930140.4        446.58206       -86.383777        2049248.9       -3.9425547 
          0.03822             0.05          0.38805        -191.4713          1930119        408.45676       -74.102696        2049141.8        -53.43955 
           0.0392             0.05            0.398       -187.50887        1930042.5        413.04944       -70.272221        2048977.5       -60.181355 
          0.04018             0.05          0.40795       -255.11697        1930042.4        610.42361       -138.01622        2048887.4         125.8964 
          0.04116             0.05           0.4179        -2340.731        1929903.6        931.44612       -2223.7701        2048656.6        435.66145 
          0.04214             0.05          0.42785       -1452.8503        1940922.8        6921.0669       -1336.0333        2059581.6        6414.0646 
          0.04312             0.05           0.4378       -263.82522        1930354.1        832.92775       -147.15616        2048916.7         314.7484 
           0.0441             0.05          0.44775        94.438592        1930716.7        1414.5935        210.95566          2049181        885.27862 
          0.04508             0.05           0.4577        554.26507        1930891.1        1914.3327        670.62604          2049255        1373.9246 
          0.04606             0.05          0.46765        545.62982        1930957.7        1872.8014        661.83056        2049219.1        1321.3433 
          0.04704             0.05           0.4776        748.12763          1930749        2048.9758        864.16398        2048905.9        1486.5116 
          0.04802             0.05          0.48755        609.31332        1930321.2        2734.3103         725.1811        2048371.6        2160.8849 
            0.049             0.05           0.4975        528.40168        1929735.9        3423.2731        644.09666        2047677.7         2838.932 
          0.04998             0.05          0.50745        -6089.248        1929728.5       -37353.942       -5973.7301        2047559.6       -37949.153 
          0.05096             0.05           0.5174       -4070.6489        1928435.2       -35669.446       -3955.3123        2046153.6       -36275.478 
          0.05194             0.05          0.52735       -4037.0347        1927638.7       -34610.746       -3921.8836        2045242.5       -35227.553 
          0.05292             0.05           0.5373       -3762.7449        1926777.1       -33495.765       -3647.7837        2044264.2       -34123.297 
           0.0539             0.05          0.54725       -3898.9097        1925819.4       -32614.855       -3784.1428        2043187.8       -33253.063 
          0.05488             0.05           0.5572       -3886.6727        1925048.5       -32042.378       -3772.1043        2042296.3       -32691.211 
          0.05586             0.05          0.56715       -3891.3172        1924060.7       -31485.009       -3776.9519        2041185.8       -32144.417 
          0.05684             0.05           0.5771       -3905.8025        1923112.7       -30874.991       -3791.6446        2040113.3       -31544.922 
          0.05782             0.05          0.58705       -3981.4876        1922148.3       -30466.966       -3867.5414        2039022.3       -31147.368 
           0.0588             0.05            0.597       -4052.6518        1921207.7        -30094.81       -3938.9219        2037953.2       -30785.628 
          0.05978             0.05          0.60695       -4078.7445          1920176       -29766.778       -3965.2353          2036791        -30467.96 
          0.06076             0.05           0.6169       -4105.7083        1919181.1       -29474.682       -3992.4243        2035663.8       -30186.173 
          0.06174             0.05          0.62685       -4127.8531        1918124.2       -29165.528       -4014.7987        2034472.6       -29887.273 
