%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ
            7.775        -3.116623          0.65625       -6064086.3        -85611034        6919547.6 
            7.575       -3.0364526          0.65625        -28407458   -1.0623948e+08        3847207.5 
            7.375       -2.9562823          0.65625        -45546769   -1.2644295e+08        3354432.5 
            7.175       -2.8761119          0.65625        -59333429   -1.5422717e+08        3245388.1 
            6.975       -2.7959415          0.65625        -36217112   -2.1754996e+08        3672775.5 
            7.775       -2.9088481          0.65625       -2453610.7   -1.0921617e+08        6055909.5 
            7.575       -2.8340225          0.65625        -19362815   -1.2729206e+08        4157424.8 
            7.375       -2.7591968          0.65625        -31111771   -1.4445458e+08        3550589.3 
            7.175       -2.6843711          0.65625        -31400606   -1.6825863e+08        3148214.1 
            6.975       -2.6095454          0.65625        -16056242   -1.8852335e+08        4060507.6 
            7.775       -2.7010733          0.65625       -554414.19    -1.284082e+08        5693201.7 
            7.575       -2.6315923          0.65625        -12464553   -1.4256226e+08        3482124.5 
            7.375       -2.5621113          0.65625        -17975253   -1.5497773e+08        2859236.7 
            7.175       -2.4926303          0.65625        -16065752   -1.6772615e+08        2680340.2 
            6.975       -2.4231493          0.65625       -8248296.1    -1.765411e+08        3526107.8 
            7.775       -2.4932984          0.65625        866449.44   -1.4254304e+08        4623347.8 
            7.575       -2.4291621          0.65625       -6504748.5   -1.5210557e+08        2839383.8 
            7.375       -2.3650258          0.65625       -9570446.7   -1.5957312e+08          2393412 
            7.175       -2.3008895          0.65625       -8538809.8   -1.6618872e+08        2306390.9 
            6.975       -2.2367532          0.65625       -4905292.4   -1.7119276e+08        3027172.1 
            7.775       -2.2855235          0.65625        1741152.5   -1.5150865e+08        3910073.6 
            7.575       -2.2267319          0.65625       -2844147.6   -1.5780276e+08        2415454.5 
            7.375       -2.1679403          0.65625       -4856967.4   -1.6199939e+08        2055413.9 
            7.175       -2.1091487          0.65625         -4682885   -1.6557166e+08        1996976.9 
            6.975       -2.0503571          0.65625       -3194276.7   -1.6879868e+08        2611760.6 
            7.775       -2.0777487          0.65625        2168477.1   -1.5721142e+08        3373930.9 
            7.575       -2.0243018          0.65625       -795185.93   -1.6133159e+08        2087981.1 
            7.375       -1.9708549          0.65625       -2307129.3   -1.6363605e+08        1783773.5 
            7.175       -1.9174079          0.65625       -2640790.3   -1.6563265e+08        1739012.9 
            6.975        -1.863961          0.65625       -2238969.7    -1.678633e+08        2270263.4 
            7.775       -1.8699738          0.65625        2277885.1   -1.6094151e+08        2935325.5 
            7.575       -1.8218716          0.65625        257224.94   -1.6367209e+08          1817876 
            7.375       -1.7737694          0.65625       -959537.13     -1.64922e+08        1556449.8 
            7.175       -1.7256671          0.65625         -1534541    -1.660653e+08        1520376.1 
            6.975       -1.6775649          0.65625       -1670928.5   -1.6766712e+08        1984588.3 
            7.775       -1.6621989          0.65625        2202649.5   -1.6350697e+08          2558926 
            7.575       -1.6194414          0.65625        743756.98   -1.6533847e+08        1586398.9 
            7.375       -1.5766839          0.65625       -270104.65   -1.6600188e+08        1359572.6 
            7.175       -1.5339264          0.65625       -928465.65   -1.6666703e+08        1330323.7 
            6.975       -1.4911688          0.65625       -1313996.3   -1.6784113e+08        1740666.8 
            7.775       -1.4544241          0.65625        2027633.7   -1.6537294e+08        2224390.6 
            7.575       -1.4170112          0.65625        920892.44   -1.6659786e+08        1380089.4 
            7.375       -1.3795984          0.65625        64265.664   -1.6693374e+08        1185445.9 
            7.175       -1.3421856          0.65625       -596519.87   -1.6732068e+08          1163627 
            6.975       -1.3047727          0.65625       -1079172.8   -1.6818704e+08        1528355.3 
            7.775       -1.2466492          0.65625        1807506.7   -1.6679772e+08        1920392.2 
            7.575       -1.2145811          0.65625        934687.04   -1.6759352e+08          1194060 
            7.375       -1.1825129          0.65625        204981.89   -1.6774211e+08        1028738.6 
            7.175       -1.1504448          0.65625       -413834.91   -1.6796241e+08        1013794.1 
            6.975       -1.1183766          0.65625       -913988.18   -1.6859903e+08        1339447.2 
            7.775       -1.0388743          0.65625        1565786.3   -1.6792127e+08        1637840.9 
            7.575       -1.0121509          0.65625        862032.98   -1.6840334e+08        1021922.1 
            7.375      -0.98542743          0.65625        241385.07   -1.6844153e+08         883971.2 
            7.175      -0.95870397          0.65625       -317649.52    -1.685583e+08         876104.1 
            6.975      -0.93198052          0.65625       -793052.99   -1.6901963e+08        1168385.2 
            7.775      -0.83109947          0.65625        1317298.4   -1.6882352e+08        1371445.2 
            7.575      -0.80972071          0.65625        744103.48   -1.6907026e+08        860319.58 
            7.375      -0.78834194          0.65625        219139.47   -1.6904263e+08        749016.29 
            7.175      -0.76696318          0.65625       -270986.12   -1.6909209e+08        748564.51 
            6.975      -0.74558441          0.65625        -699541.4    -1.694164e+08        1011290.2 
            7.775       -0.6233246          0.65625        1066855.5   -1.6954898e+08        1117439.9 
            7.575      -0.60729053          0.65625        601758.93   -1.6961984e+08        706676.74 
            7.375      -0.59125646          0.65625        165442.12   -1.6955087e+08        621161.04 
            7.175      -0.57522238          0.65625       -252564.14   -1.6955589e+08        628609.67 
            6.975      -0.55918831          0.65625       -623895.35   -1.6977203e+08         864542.4 
            7.775      -0.41554974          0.65625        818346.36   -1.7012355e+08        872295.49 
            7.575      -0.40486035          0.65625        448265.91   -1.7006662e+08        559179.94 
            7.375      -0.39417097          0.65625        94031.624   -1.6997049e+08        498655.63 
            7.175      -0.38348159          0.65625       -250980.21   -1.6994634e+08        514056.69 
            6.975      -0.37279221          0.65625       -559562.81   -1.7007795e+08        725747.52 
            7.775      -0.20777487          0.65625         571177.6   -1.7056202e+08        633456.76 
            7.575      -0.20243018          0.65625        288825.51   -1.7041872e+08        415429.74 
            7.375      -0.19708549          0.65625        13981.427   -1.7030521e+08        379941.48 
            7.175      -0.19174079          0.65625       -258941.94   -1.7026234e+08        403550.12 
            6.975       -0.1863961          0.65625       -503050.96   -1.7033008e+08        592727.86 
            7.775   -9.2981178e-16          0.65625        326521.47   -1.7087268e+08        398212.52 
            7.575   -1.0338952e-15          0.65625        128041.41   -1.7068116e+08        274291.55 
            7.375   -1.0338952e-15          0.65625       -70756.591   -1.7055791e+08        263508.16 
            7.175   -1.0130785e-15          0.65625       -272734.41   -1.7050438e+08         295625.8 
            6.975    -1.047773e-15          0.65625       -451693.14   -1.7052662e+08        463701.86 
            7.775       0.20777487          0.65625        82922.298   -1.7105861e+08        164768.03 
            7.575       0.20243018          0.65625        -33033.12   -1.7085697e+08        134442.27 
            7.375       0.19708549          0.65625       -156916.58    -1.707307e+08        148367.59 
            7.175       0.19174079          0.65625       -288982.17    -1.706732e+08        189214.37 
