%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ
            7.775        -3.116623          0.65625       -6076291.1        -85663360        6916502.5 
            7.575       -3.0364526          0.65625        -28433064   -1.0630361e+08        3845764.3 
            7.375       -2.9562823          0.65625        -45581185   -1.2652049e+08        3353362.2 
            7.175       -2.8761119          0.65625        -59375135     -1.54323e+08        3244476.4 
            6.975       -2.7959415          0.65625        -36240796   -2.1768652e+08        3672055.1 
            7.775       -2.9088481          0.65625       -2462254.7   -1.0928516e+08        6053716.2 
            7.575       -2.8340225          0.65625        -19381072   -1.2736772e+08        4156205.4 
            7.375       -2.7591968          0.65625        -31135562   -1.4454188e+08          3549664 
            7.175       -2.6843711          0.65625        -31422503   -1.6836157e+08        3147474.8 
            6.975       -2.6095454          0.65625        -16065944   -1.8863735e+08        4060095.8 
            7.775       -2.7010733          0.65625       -560754.69   -1.2848766e+08        5691290.6 
            7.575       -2.6315923          0.65625        -12476893   -1.4264609e+08        3481061.6 
            7.375       -2.5621113          0.65625        -17989706   -1.5506988e+08        2858442.2 
            7.175       -2.4926303          0.65625        -16077284   -1.6782648e+08        2679747.5 
            6.975       -2.4231493          0.65625       -8253083.9   -1.7664537e+08          3525795 
            7.775       -2.4932984          0.65625        861906.13   -1.4262904e+08          4621656 
            7.575       -2.4291621          0.65625       -6512636.6   -1.5219409e+08        2838450.3 
            7.375       -2.3650258          0.65625       -9578976.3   -1.5966663e+08          2392728 
            7.175       -2.3008895          0.65625       -8545274.8   -1.6628633e+08        2305892.9 
            6.975       -2.2367532          0.65625       -4908052.2   -1.7129224e+08        3026913.1 
            7.775       -2.2855235          0.65625        1737896.1   -1.5159836e+08        3908577.6 
            7.575       -2.2267319          0.65625       -2849143.3   -1.5789365e+08        2414634.4 
            7.375       -2.1679403          0.65625       -4862101.4   -1.6209308e+08        2054819.6 
            7.175       -2.1091487          0.65625       -4686731.4    -1.656675e+08        1996548.7 
            6.975       -2.0503571          0.65625       -3196013.6   -1.6889554e+08        2611536.2 
            7.775       -2.0777487          0.65625        2166074.3   -1.5730303e+08        3372614.1 
            7.575       -2.0243018          0.65625       -798436.63   -1.6142358e+08        2087261.6 
            7.375       -1.9708549          0.65625       -2310345.3    -1.637296e+08        1783255.2 
            7.175       -1.9174079          0.65625       -2643214.7   -1.6572739e+08        1738641.3 
            6.975        -1.863961          0.65625       -2240141.3   -1.6795863e+08        2270065.5 
            7.775       -1.8699738          0.65625        2276042.6   -1.6103396e+08        2934173.4 
            7.575       -1.8218716          0.65625        255009.26   -1.6376455e+08        1817247.5 
            7.375       -1.7737694          0.65625       -961654.93   -1.6501535e+08        1555998.7 
            7.175       -1.7256671          0.65625       -1536156.7   -1.6615932e+08        1520053.2 
            6.975       -1.6775649          0.65625       -1671763.9   -1.6776152e+08        1984413.1 
            7.775       -1.6621989          0.65625        2201190.8   -1.6359972e+08        2557926.7 
            7.575       -1.6194414          0.65625        742169.32   -1.6543109e+08        1585854.5 
            7.375       -1.5766839          0.65625       -271574.01   -1.6609503e+08        1359182.2 
            7.175       -1.5339264          0.65625       -929599.07   -1.6676058e+08        1330043.9 
            6.975       -1.4911688          0.65625       -1314617.8   -1.6793493e+08        1740512.6 
            7.775       -1.4544241          0.65625        2026455.6   -1.6546571e+08        2223534.4 
            7.575       -1.4170112          0.65625        919705.93   -1.6669049e+08        1379622.8 
            7.375       -1.3795984          0.65625        63199.976    -1.670267e+08        1185111.6 
            7.175       -1.3421856          0.65625       -597349.41   -1.6741389e+08        1163387.6 
            6.975       -1.3047727          0.65625       -1079649.7   -1.6828043e+08        1528221.4 
            7.775       -1.2466492          0.65625        1806552.2   -1.6689039e+08        1919671.6 
            7.575       -1.2145811          0.65625        933777.61   -1.6768609e+08        1193667.4 
            7.375       -1.1825129          0.65625        204184.71    -1.678349e+08        1028457.6 
            7.175       -1.1504448          0.65625       -414457.95   -1.6805538e+08        1013592.7 
            6.975       -1.1183766          0.65625       -914358.75   -1.6869214e+08        1339333.1 
            7.775       -1.0388743          0.65625        1565021.1    -1.680138e+08        1637249.5 
            7.575       -1.0121509          0.65625        861331.61   -1.6849582e+08          1021600 
            7.375      -0.98542743          0.65625           240782   -1.6853418e+08        883740.59 
            7.175      -0.95870397          0.65625       -318122.23   -1.6865109e+08        875938.55 
            6.975      -0.93198052          0.65625       -793340.91   -1.6911252e+08        1168290.7 
            7.775      -0.83109947          0.65625        1316703.1   -1.6891591e+08          1370978 
            7.575      -0.80972071          0.65625        743571.42   -1.6916265e+08        860065.23 
            7.375      -0.78834194          0.65625        218687.84   -1.6913517e+08        748834.33 
            7.175      -0.76696318          0.65625       -271340.59   -1.6918474e+08        748433.81 
            6.975      -0.74558441          0.65625       -699760.66   -1.6950914e+08        1011215.3 
            7.775       -0.6233246          0.65625        1066417.7   -1.6964124e+08        1117093.6 
            7.575      -0.60729053          0.65625        601373.67   -1.6971216e+08        706488.23 
            7.375      -0.59125646          0.65625        165118.23   -1.6964332e+08        621026.25 
            7.175      -0.57522238          0.65625       -252818.56   -1.6964844e+08        628512.95 
            6.975      -0.55918831          0.65625       -624054.53   -1.6986466e+08        864486.89 
            7.775      -0.41554974          0.65625        818059.36   -1.7021572e+08         872067.4 
            7.575      -0.40486035          0.65625        448015.44   -1.7015888e+08        559056.01 
            7.375      -0.39417097          0.65625        93821.901   -1.7006287e+08        498567.04 
            7.175      -0.38348159          0.65625       -251145.02   -1.7003883e+08        513993.22 
            6.975      -0.37279221          0.65625       -559666.74   -1.7017051e+08        725711.33 
            7.775      -0.20777487          0.65625        571037.02   -1.7065413e+08        633345.29 
            7.575      -0.20243018          0.65625         288703.1   -1.7051095e+08        415369.24 
            7.375      -0.19708549          0.65625         13879.14   -1.7039756e+08        379898.41 
            7.175      -0.19174079          0.65625       -259022.67   -1.7035478e+08        403519.49 
            6.975       -0.1863961          0.65625       -503102.59   -1.7042259e+08        592710.97 
            7.775   -9.2981178e-16          0.65625        326525.93   -1.7096478e+08        398216.65 
