%    UNITS: X,Y,Z in in;  Magnetic Field Intensity in Amps/meter
%          X (in)           Y (in)           Z (in)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
                0             0.05                0       -126.45729        244424.17        0.0564057       -6.5897096        365161.29        0.0564057 
          0.00995             0.05         -0.00098       -126.50017        244425.89        -1.081884       -6.7340088        365161.04       0.10891593 
           0.0199             0.05         -0.00196       -126.53696        244427.61       -2.2207598       -6.8793203        365160.83       0.16130197 
          0.02985             0.05         -0.00294       -126.56632        244429.34       -3.3602657        -7.025675        365160.67       0.21356876 
           0.0398             0.05         -0.00392       -126.58694        244431.08       -4.5004438       -7.1731053        365160.55       0.26572321 
          0.04975             0.05          -0.0049       -126.59749        244432.84       -5.6413334       -7.3216459        365160.48        0.3177747 
           0.0597             0.05         -0.00588       -126.59667         244434.6       -6.7829711       -7.4713339        365160.46       0.36973538 
          0.06965             0.05         -0.00686       -126.58318        244436.38         -7.92539       -7.6222088        365160.48       0.42162067 
           0.0796             0.05         -0.00784       -126.55569        244438.18       -9.0686196       -7.7743135        365160.54        0.4734494 
          0.08955             0.05         -0.00882       -126.51292        244439.99       -10.212685       -7.9276938        365160.65        0.5252442 
           0.0995             0.05          -0.0098       -126.45357        244441.83       -11.357608       -8.0823994        365160.81       0.57703173 
          0.10945             0.05         -0.01078       -126.37636        244443.68       -12.503404       -8.2384841        365161.01       0.62884299 
           0.1194             0.05         -0.01176       -126.27999        244445.56       -13.650086       -8.3960065        365161.25       0.68071336 
          0.12935             0.05         -0.01274       -126.16321        244447.47       -14.797659        -8.555031        365161.54       0.73268298 
           0.1393             0.05         -0.01372       -126.02476        244449.41       -15.946125       -8.7156298        365161.88       0.78479689 
          0.14925             0.05          -0.0147       -125.86338        244451.39        -17.09548        -8.877887        365162.26       0.83710562 
           0.1592             0.05         -0.01568       -125.67787         244453.4       -18.245712       -9.0419086        365162.68       0.88966597 
