%    UNITS: X,Y,Z in in;  Magnetic Field Intensity in Amps/meter
%          X (in)           Y (in)           Z (in)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
                0             0.05                0       -2890.0027        5326691.5       -0.9664088       -2770.1351        5447428.6       -0.9664088 
          0.00995             0.05         -0.00098       -3608.4058        5326555.5        87.493354       -3488.6396        5447290.7        88.684154 
           0.0199             0.05         -0.00196       -4327.0726        5326288.3        175.97482       -4207.4149        5447021.5        178.35688 
          0.02985             0.05         -0.00294       -5045.9578        5325889.8        264.45931       -4926.4171        5446621.1        268.03315 
           0.0398             0.05         -0.00392       -5765.0415          5325360        352.95118       -5645.6277        5446089.5        357.71734 
          0.04975             0.05          -0.0049       -6484.3048          5324699        441.44897       -6365.0289        5445426.7        447.40807 
           0.0597             0.05         -0.00588        -7203.728        5323906.8        529.95119       -7084.6027        5444632.6         537.1039 
          0.06965             0.05         -0.00686       -7923.3028        5322983.4        618.45368       -7804.3419        5443707.4        626.80069 
           0.0796             0.05         -0.00784       -8642.9642        5321928.7        706.95179       -8524.1829        5442651.1        716.49386 
          0.08955             0.05         -0.00882       -9362.7379          5320743        795.46387       -9244.1527        5441463.6         806.2018 
           0.0995             0.05          -0.0098       -10082.582        5319426.1         883.9624       -9964.2112          5440145        895.89704 
          0.10945             0.05         -0.01078       -10802.493        5317978.1        972.45958       -10684.355        5438695.4        985.59182 
           0.1194             0.05         -0.01176       -11522.451          5316399        1060.9574       -11404.567        5437114.7        1075.2882 
          0.12935             0.05         -0.01274       -12242.427        5314688.9        1149.4536       -12124.819          5435403        1164.9839 
           0.1393             0.05         -0.01372       -12962.387        5312847.9        1237.9429       -12845.078        5433560.4        1254.6739 
          0.14925             0.05          -0.0147       -13682.358        5310876.1        1326.4122       -13565.372        5431586.9        1344.3448 
           0.1592             0.05         -0.01568       -14402.268        5308773.3        1414.8837       -14285.632        5429482.6        1434.0191 
          0.16915             0.05         -0.01666       -15122.155        5306539.8        1503.3331       -15005.896        5427247.5        1523.6725 
           0.1791             0.05         -0.01764       -15842.086        5304175.4        1591.7562       -15726.232        5424881.5        1613.3008 
          0.18905             0.05         -0.01862       -16561.993        5301680.4        1680.2112       -16446.574        5422384.9        1702.9622 
            0.199             0.05          -0.0196       -17281.971          5299055        1768.7485       -17167.018        5419757.9        1792.7072 
          0.20895             0.05         -0.02058       -18002.053        5296299.1        1857.2117         -17887.6        5417000.4        1882.3795 
           0.2189             0.05         -0.02156       -18722.333        5293412.9        1945.5832       -18608.412        5414112.6        1971.9615 
          0.22885             0.05         -0.02254       -19443.067        5290396.6        2034.0808       -19329.713        5411094.6        2061.6711 
           0.2388             0.05         -0.02352       -20164.452        5287250.1        2122.6201       -20051.702        5407946.4        2151.4237 
          0.24875             0.05          -0.0245       -20886.859        5283973.7         2211.214        -20774.75        5404668.2        2241.2325 
           0.2587             0.05         -0.02548       -21610.878        5280567.7        2299.9993       -21499.449        5401260.5        2331.2343 
          0.26865             0.05         -0.02646       -22337.112        5277032.1        2389.1278       -22226.404          5397723        2421.5808 
           0.2786             0.05         -0.02744        -23066.45        5273367.4        2478.4477       -22956.504        5394056.4        2512.1203 
          0.28855             0.05         -0.02842       -23800.259        5269573.4        2568.1739       -23691.117        5390260.5        2603.0678 
           0.2985             0.05          -0.0294       -24540.496        5265650.7          2658.51       -24432.203        5386335.8        2694.6269 
          0.30845             0.05         -0.03038       -25289.647        5261599.8        2749.8023       -25182.246        5382282.7         2787.144 
           0.3184             0.05         -0.03136       -26050.725        5257420.8        2842.1487       -25944.263        5378101.6        2880.7169 
          0.32835             0.05         -0.03234       -26829.006          5253115        2936.2713       -26723.531        5373793.5        2976.0678 
           0.3383             0.05         -0.03332       -27630.421        5248683.2        3032.4624       -27525.982        5369359.3         3073.489 
          0.34825             0.05          -0.0343       -28463.439        5244127.9        3131.8973       -28360.086        5364801.5        3174.1558 
           0.3582             0.05         -0.03528       -29338.975        5239453.2         3235.768       -29236.758        5360124.1        3279.2604 
          0.36815             0.05         -0.03626       -30271.527        5234665.8        3345.5617         -30170.5          5355334        3390.2899 
           0.3781             0.05         -0.03724       -31280.589        5229777.7        3463.6302       -31180.803          5350443        3509.5961 
          0.38805             0.05         -0.03822       -32387.593        5224809.7        3591.9849       -32289.104          5345472        3639.1904 
            0.398             0.05          -0.0392       -33614.432        5219797.9        3733.6688       -33517.295          5340457         3782.116 
          0.40795             0.05         -0.04018       -34974.146        5214799.7        3890.9321       -34878.419        5335455.4         3940.623 
           0.4179             0.05         -0.04116       -36454.062        5209894.4        4068.3997       -36359.801        5330546.6        4119.3363 
          0.42785             0.05         -0.04214       -37976.159        5205200.4         4247.482       -37883.425        5325848.8        4299.6664 
           0.4378             0.05         -0.04312       -8330.0774        5200691.4        1354.2675       -8238.9285        5321335.9        1407.7017 
          0.44775             0.05          -0.0441       -10244.591        5196433.3        1513.4676       -10155.089        5317073.7        1568.1537 
           0.4577             0.05         -0.04508       -11723.033        5192284.5        1638.1193       -11635.241        5312920.6        1694.0594 
          0.46765             0.05         -0.04606       -12677.211        5188064.7        1717.1651       -12591.191        5308696.2        1774.3613 
           0.4776             0.05         -0.04704       -13092.533        5183563.4        1744.2192        -13008.35        5304190.1        1802.6737 
          0.48755             0.05         -0.04802       -13038.945        5178572.3        1725.0031       -12956.664          5299194         1784.718 
           0.4975             0.05           -0.049       -12675.068        5172927.7        1672.0007       -12594.754          5293544        1732.9782 
          0.50745             0.05         -0.04998       -54850.146        5166566.5         5873.935       -54771.868        5287177.2        5936.1772 
           0.5174             0.05         -0.05096       -53688.623        5159540.3        5805.3459       -53612.449        5280145.1        5868.8551 
          0.52735             0.05         -0.05194       -52795.144        5151988.7        5759.3682       -52721.143        5272587.4        5824.1465 
           0.5373             0.05         -0.05292       -52195.234        5144055.5         5735.225       -52123.476        5264647.6        5801.2746 
          0.54725             0.05          -0.0539       -51861.283        5135854.3         5733.741       -51791.838        5256439.7         5801.064 
           0.5572             0.05         -0.05488       -51744.097        5127461.3        5750.0043       -51677.038        5248039.5         5818.603 
          0.56715             0.05         -0.05586       -51792.958        5118920.2        5780.5268       -51728.358          5239491        5850.4033 
           0.5771             0.05         -0.05684       -51965.242        5110257.6        5821.7803       -51903.174        5230820.5        5892.9369 
          0.58705             0.05         -0.05782       -52228.283        5101487.6        5871.0603       -52168.822        5222042.3         5943.499 
            0.597             0.05          -0.0588       -52556.448        5092618.3        5926.0149       -52499.669        5213164.4        5999.7381 
