%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ
            7.775        -3.116623          0.65625        -11335656   -1.0827421e+08          5613912 
            7.575       -3.0364526          0.65625        -39481926   -1.3401303e+08          3228923 
            7.375       -2.9562823          0.65625        -60437158   -1.6002026e+08        2896276.5 
            7.175       -2.8761119          0.65625        -77380642   -1.9571924e+08        2855367.5 
            6.975       -2.7959415          0.65625        -46467723   -2.7667053e+08        3365658.6 
            7.775       -2.9088481          0.65625       -6187227.3   -1.3909272e+08        5114626.7 
            7.575       -2.8340225          0.65625        -27258580   -1.6006011e+08          3634689 
            7.375       -2.7591968          0.65625        -41404653   -1.8226132e+08          3154353 
            7.175       -2.6843711          0.65625        -40876287   -2.1282939e+08        2832217.8 
            6.975       -2.6095454          0.65625        -20256445   -2.3788456e+08          3886950 
            7.775       -2.7010733          0.65625       -3292510.4   -1.6281408e+08        4872557.8 
            7.575       -2.6315923          0.65625        -17800870   -1.7886667e+08        3026296.5 
            7.375       -2.5621113          0.65625        -24227626   -1.9488582e+08        2518999.4 
            7.175       -2.4926303          0.65625        -21056115   -2.1117202e+08        2427305.6 
            6.975       -2.4231493          0.65625        -10321749    -2.216933e+08        3394931.7 
            7.775       -2.4932984          0.65625       -1094869.4   -1.7978311e+08        3896605.7 
            7.575       -2.4291621          0.65625       -9915265.5   -1.9044389e+08        2438904.9 
            7.375       -2.3650258          0.65625        -13260038      -2.0007e+08        2100493.7 
            7.175       -2.3008895          0.65625        -11336473   -2.0846171e+08        2093813.6 
            6.975       -2.2367532          0.65625       -6100881.1   -2.1427404e+08          2918713 
            7.775       -2.2855235          0.65625        335944.21   -1.9035975e+08        3267221.5 
            7.575       -2.2267319          0.65625       -5003482.1   -1.9716514e+08        2063511.1 
            7.375       -2.1679403          0.65625       -7077385.8   -2.0257591e+08          1800846 
            7.175       -2.1091487          0.65625       -6347341.5   -2.0708134e+08        1814232.4 
            6.975       -2.0503571          0.65625       -3946978.6   -2.1074738e+08        2517711.6 
            7.775       -2.0777487          0.65625        1132080.3   -1.9688448e+08        2807908.7 
            7.575       -2.0243018          0.65625       -2199762.2   -2.0117444e+08        1779104.9 
            7.375       -1.9708549          0.65625       -3697719.1   -2.0415612e+08          1561725 
            7.175       -1.9174079          0.65625       -3689828.1   -2.0666219e+08        1580354.3 
            6.975        -1.863961          0.65625       -2746744.1   -2.0915349e+08        2187163.8 
            7.775       -1.8699738          0.65625        1483379.4   -2.0098366e+08        2439946.9 
            7.575       -1.8218716          0.65625       -699784.29   -2.0372041e+08        1547973.3 
            7.375       -1.7737694          0.65625       -1875012.8   -2.0535458e+08        1363109.7 
            7.175       -1.7256671          0.65625       -2233535.9   -2.0678704e+08        1382427.3 
            6.975       -1.6775649          0.65625         -2032938   -2.0855349e+08          1910843 
            7.775       -1.6621989          0.65625        1573757.3   -2.0367845e+08          2129157 
            7.575       -1.6194414          0.65625        58225.801   -2.0545573e+08        1352531.4 
            7.375       -1.5766839          0.65625       -905088.58   -2.0634551e+08        1192126.9 
            7.175       -1.5339264          0.65625         -1418672   -2.0718321e+08        1210696.4 
            6.975       -1.4911688          0.65625       -1583228.3   -2.0846723e+08        1675580.9 
            7.775       -1.4544241          0.65625        1519704.3   -2.0555526e+08        1856012.5 
            7.575       -1.4170112          0.65625        408677.96   -2.0671806e+08        1179541.2 
            7.375       -1.3795984          0.65625       -396151.82    -2.071961e+08        1042016.7 
            7.175       -1.3421856          0.65625       -955187.55   -2.0769309e+08          1061156 
            6.975       -1.3047727          0.65625       -1285622.9   -2.0863693e+08        1471698.2 
            7.775       -1.2466492          0.65625        1395886.4   -2.0693792e+08        1610209.8 
            7.575       -1.2145811          0.65625        542107.48   -2.0768732e+08        1025249.1 
            7.375       -1.1825129          0.65625       -139371.75   -2.0793315e+08        908078.14 
            7.175       -1.1504448          0.65625       -683137.56   -2.0823015e+08        927497.61 
            6.975       -1.1183766          0.65625       -1074323.1   -2.0892471e+08        1291046.7 
            7.775       -1.0388743          0.65625        1235688.8   -2.0800034e+08        1383100.7 
            7.575       -1.0121509          0.65625        559221.22   -2.0846053e+08        883312.81 
            7.375      -0.98542743          0.65625       -19118.105   -2.0857199e+08        784862.76 
            7.175      -0.95870397          0.65625       -521934.79   -2.0874777e+08        805103.16 
            6.975      -0.93198052          0.65625       -917544.92   -2.0925534e+08        1128170.9 
            7.775      -0.83109947          0.65625        1060299.4   -2.0884062e+08        1170069.9 
            7.575      -0.80972071          0.65625        514284.85   -2.0909053e+08        750767.43 
            7.375      -0.78834194          0.65625        24004.036   -2.0912378e+08        670725.67 
            7.175      -0.76696318          0.65625       -424168.79   -2.0922283e+08        692422.26 
            6.975      -0.74558441          0.65625       -794288.24   -2.0958619e+08        979286.72 
            7.775       -0.6233246          0.65625        877637.23   -2.0951257e+08        967921.86 
            7.575      -0.60729053          0.65625        435184.41   -2.0960834e+08        625351.92 
            7.375      -0.59125646          0.65625        25399.555   -2.0959377e+08        563057.73 
            7.175      -0.57522238          0.65625       -362548.32   -2.0964358e+08           586966 
            6.975      -0.55918831          0.65625       -692657.88   -2.0989422e+08        840716.31 
            7.775      -0.41554974          0.65625        693990.02   -2.1004688e+08        773548.56 
            7.575      -0.40486035          0.65625        339738.75   -2.1003126e+08        505548.84 
            7.375      -0.39417097          0.65625        3193.9869   -2.0998607e+08        460335.97 
            7.175      -0.38348159          0.65625       -322306.97    -2.100045e+08        486606.66 
