%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ
            7.775        -3.116623          0.65625       -4532225.2        -79097468        7310226.1 
            7.575       -3.0364526          0.65625        -25206677        -98257819        4032885.6 
            7.375       -2.9562823          0.65625        -41248892   -1.1678734e+08        3492552.6 
            7.175       -2.8761119          0.65625        -54127586   -1.4228872e+08        3363313.6 
            6.975       -2.7959415          0.65625        -33262530   -2.0053138e+08        3767107.4 
            7.775       -2.9088481          0.65625       -1368784.5   -1.0062338e+08        6336598.2 
            7.575       -2.8340225          0.65625        -17080680   -1.1787262e+08        4314068.1 
            7.375       -2.7591968          0.65625        -28140747   -1.3358169e+08        3669903.6 
            7.175       -2.6843711          0.65625        -28667757   -1.5543515e+08          3244140 
            6.975       -2.6095454          0.65625        -14847390   -1.7432266e+08        4116525.9 
            7.775       -2.7010733          0.65625        241825.17   -1.1851288e+08        5937396.2 
            7.575       -2.6315923          0.65625        -10921559   -1.3212523e+08        3618501.2 
            7.375       -2.5621113          0.65625        -16170237   -1.4350135e+08        2961692.4 
            7.175       -2.4926303          0.65625        -14626965   -1.5522982e+08          2757588 
            6.975       -2.4231493          0.65625       -7652905.8   -1.6355661e+08        3569396.2 
            7.775       -2.4932984          0.65625          1437561   -1.3183378e+08        4839275.8 
            7.575       -2.4291621          0.65625       -5517911.3   -1.4108418e+08        2959069.4 
            7.375       -2.3650258          0.65625       -8505025.7   -1.4792926e+08        2481632.8 
            7.175       -2.3008895          0.65625       -7732583.2   -1.5403303e+08        2371450.1 
            6.975       -2.2367532          0.65625       -4562914.9   -1.5880732e+08        3063297.3 
            7.775       -2.2855235          0.65625        2150997.2    -1.403378e+08        4100849.3 
            7.575       -2.2267319          0.65625       -2218732.2   -1.4648804e+08        2520531.5 
            7.375       -2.1679403          0.65625         -4215574    -1.503346e+08          2132051 
            7.175       -2.1091487          0.65625       -4203498.6   -1.5363814e+08        2052929.4 
            6.975       -2.0503571          0.65625       -2979344.6   -1.5674131e+08          2643091 
            7.775       -2.0777487          0.65625        2471211.7   -1.4580614e+08        3541720.2 
            7.575       -2.0243018          0.65625       -387902.19   -1.4988005e+08        2180096.9 
            7.375       -1.9708549          0.65625       -1905263.3   -1.5198928e+08          1850553 
            7.175       -1.9174079          0.65625       -2338816.6   -1.5383932e+08        1787539.7 
            6.975        -1.863961          0.65625       -2094327.4     -1.55997e+08        2297801.9 
            7.775       -1.8699738          0.65625          2510210   -1.4943201e+08        3081998.1 
            7.575       -1.8218716          0.65625        535054.91   -1.5216278e+08        1898259.5 
            7.375       -1.7737694          0.65625       -694824.02   -1.5330193e+08        1614505.1 
            7.175       -1.7256671          0.65625       -1333387.4   -1.5436215e+08        1562474.7 
            6.975       -1.6775649          0.65625       -1567946.5   -1.5591819e+08        2008812.3 
            7.775       -1.6621989          0.65625        2386631.9   -1.5196201e+08        2685995.3 
            7.575       -1.6194414          0.65625        942975.04   -1.5381051e+08        1655933.9 
            7.375       -1.5766839          0.65625       -86367.877   -1.5440866e+08          1409743 
            7.175       -1.5339264          0.65625       -787362.46    -1.550243e+08        1366705.7 
            6.975       -1.4911688          0.65625       -1237382.8   -1.5616796e+08        1761799.5 
            7.775       -1.4544241          0.65625          2176200   -1.5382633e+08          2333120 
            7.575       -1.4170112          0.65625        1069847.3   -1.5507003e+08        1439587.4 
            7.375       -1.3795984          0.65625        197604.28   -1.5536489e+08        1228296.4 
            7.175       -1.3421856          0.65625       -493174.17   -1.5572029e+08        1194649.9 
            6.975       -1.3047727          0.65625       -1020280.9    -1.565652e+08        1546488.4 
            7.775       -1.2466492          0.65625        1927803.9   -1.5526438e+08        2011739.6 
            7.575       -1.2145811          0.65625        1048886.5   -1.5607401e+08        1244000.2 
            7.375       -1.1825129          0.65625        304810.05    -1.561945e+08          1064649 
            7.175       -1.1504448          0.65625       -336080.99   -1.5639283e+08        1039760.3 
            6.975       -1.1183766          0.65625       -868022.66   -1.5701336e+08        1354655.7 
            7.775       -1.0388743          0.65625        1662104.6   -1.5640636e+08          1712629 
            7.575       -1.0121509          0.65625        950106.73   -1.5689487e+08        1062766.1 
            7.375      -0.98542743          0.65625        316999.64   -1.5691183e+08        913308.88 
            7.175      -0.95870397          0.65625       -258471.42   -1.5701169e+08        897284.35 
            6.975      -0.93198052          0.65625       -757068.97   -1.5746007e+08        1180714.2 
            7.775      -0.83109947          0.65625        1392086.2   -1.5732696e+08          1430295 
            7.575      -0.80972071          0.65625        810898.09   -1.5757267e+08        892412.27 
            7.375      -0.78834194          0.65625        275870.57   -1.5752737e+08        772007.13 
            7.175      -0.76696318          0.65625       -226381.42   -1.5756259e+08        765100.07 
            6.975      -0.74558441          0.65625       -671800.06   -1.5787588e+08        1020755.3 
            7.775       -0.6233246          0.65625        1121658.8   -1.5806802e+08        1160803.2 
            7.575      -0.60729053          0.65625        650089.46   -1.5813143e+08        730269.15 
            7.375      -0.59125646          0.65625        206249.07   -1.5804664e+08        637998.19 
            7.175      -0.57522238          0.65625       -220266.07   -1.5803877e+08        640617.24 
            6.975      -0.55918831          0.65625       -603332.31   -1.5824511e+08        871173.29 
            7.775      -0.41554974          0.65625        854014.67   -1.5865409e+08        900497.54 
            7.575      -0.40486035          0.65625        479631.46   -1.5858489e+08         574434.7 
            7.375      -0.39417097          0.65625        120606.14   -1.5847391e+08        509464.26 
            7.175      -0.38348159          0.65625       -229692.54   -1.5843751e+08        521634.47 
            6.975      -0.37279221          0.65625       -545586.24   -1.5856009e+08        729565.78 
            7.775      -0.20777487          0.65625        588256.07   -1.5909927e+08        646706.36 
            7.575      -0.20243018          0.65625        304067.49   -1.5894079e+08        422492.55 
            7.375      -0.19708549          0.65625        27159.309   -1.5881293e+08        384811.61 
            7.175      -0.19174079          0.65625       -247981.35   -1.5875805e+08        406753.16 
            6.975       -0.1863961          0.65625        -495303.7   -1.5881722e+08           593745 
            7.775   -9.2981178e-16          0.65625        325184.23   -1.5941157e+08        396639.18 
            7.575   -1.0338952e-15          0.65625        127450.73   -1.5920398e+08        273220.41 
            7.375   -1.0338952e-15          0.65625       -70589.538   -1.5906652e+08        262489.45 
            7.175   -1.0130785e-15          0.65625       -271784.97   -1.5900105e+08        294492.97 
            6.975    -1.047773e-15          0.65625       -450027.13   -1.5901494e+08        461938.39 
            7.775       0.20777487          0.65625        63164.673   -1.5959398e+08        148370.07 
            7.575       0.20243018          0.65625       -49463.315   -1.5937738e+08        125236.93 
            7.375       0.19708549          0.65625       -169768.95   -1.5923677e+08        141460.67 
            7.175       0.19174079          0.65625       -298053.89   -1.5916729e+08        183747.48 
            6.975        0.1863961          0.65625       -407808.83   -1.5915306e+08        332609.21 
            7.775       0.41554974          0.65625       -199408.85   -1.5964686e+08       -99968.008 
            7.575       0.40486035          0.65625       -225931.72   -1.5946061e+08       -22801.731 
            7.375       0.39417097          0.65625        -267552.4   -1.5932393e+08        20731.299 
            7.175       0.38348159          0.65625       -323842.09   -1.5925801e+08        73459.036 
            6.975       0.37279221          0.65625        -366838.3   -1.5923251e+08         204305.6 
            7.775        0.6233246          0.65625       -461611.05   -1.5956569e+08       -350998.82 
            7.575       0.60729053          0.65625       -397884.32   -1.5945145e+08        -171974.9 
            7.375       0.59125646          0.65625       -360562.15   -1.5932755e+08       -101110.15 
            7.175       0.57522238          0.65625       -346083.69   -1.5927469e+08       -37675.148 
            6.975       0.55918831          0.65625       -325040.04   -1.5925561e+08        75531.622 
            7.775       0.83109947          0.65625       -724120.94   -1.5933989e+08       -607084.92 
            7.575       0.80972071          0.65625       -560701.46   -1.5934491e+08       -324480.83 
            7.375       0.78834194          0.65625       -440715.08   -1.5924654e+08       -225412.21 
            7.175       0.76696318          0.65625       -358553.54   -1.5922044e+08        -150752.6 
            6.975       0.74558441          0.65625       -279830.18   -1.5922683e+08       -55382.548 
            7.775        1.0388743          0.65625       -983286.81   -1.5894852e+08       -871425.19 
            7.575        1.0121509          0.65625       -702077.33    -1.591301e+08       -481860.99 
            7.375       0.98542743          0.65625       -495549.54   -1.5907958e+08       -353617.68 
            7.175       0.95870397          0.65625       -351384.12    -1.591008e+08          -267526 
            6.975       0.93198052          0.65625       -226122.76   -1.5915487e+08       -190063.09 
            7.775        1.2466492          0.65625       -1234387.4   -1.5835307e+08         -1147277 
            7.575        1.2145811          0.65625       -802271.95   -1.5878594e+08       -646276.18 
            7.375        1.1825129          0.65625       -499805.61   -1.5882466e+08       -487920.52 
            7.175        1.1504448          0.65625          -305598   -1.5892614e+08       -389906.14 
            6.975        1.1183766          0.65625       -156442.44   -1.5905689e+08       -330975.74 
            7.775        1.4544241          0.65625       -1462840.1   -1.5748123e+08       -1439203.1 
            7.575        1.4170112          0.65625       -821687.68   -1.5827507e+08       -820456.25 
            7.375        1.3795984          0.65625          -410318   -1.5847562e+08       -629802.25 
