%           X (m)            Y (m)            Z (m)         RealPolX         RealPolY         RealPolZ
       0.04686413     0.0010916536      0.009688694        1419.3307       0.71133431         6.643957 
       0.04686413     0.0032202209     0.0092028625         1427.031        2.1512711        6.3263253 
       0.04686413     0.0051873127     0.0082555609        1426.9457        3.5302474         5.673189 
       0.04686413     0.0068942911     0.0068942911        1426.9453        4.7247682        4.7247682 
       0.04686413     0.0082555609     0.0051873127        1426.9457         5.673189        3.5302474 
       0.04686413     0.0092028625     0.0032202209         1427.031        6.3263253        2.1512711 
       0.04686413      0.009688694     0.0010916536        1419.3307         6.643957       0.71133431 
         0.044675     0.0010916536      0.009688694        1438.1751       0.67557219        6.3098118 
         0.044675     0.0032202209     0.0092028625        1445.9777        2.0431064        6.0081461 
         0.044675     0.0051873127     0.0082555609        1445.8914        3.3527228        5.3878544 
         0.044675     0.0068942911     0.0068942911         1445.891         4.487146         4.487146 
         0.044675     0.0082555609     0.0051873127        1445.8914        5.3878544        3.3527228 
         0.044675     0.0092028625     0.0032202209        1445.9777        6.0081461        2.0431064 
         0.044675      0.009688694     0.0010916536        1438.1751        6.3098118       0.67557219 
       0.04248587     0.0010916536      0.009688694        1456.0515       0.64008961        5.9783505 
       0.04248587     0.0032202209     0.0092028625        1463.9512        1.9357933        5.6925276 
       0.04248587     0.0051873127     0.0082555609        1463.8638        3.1766112        5.1048187 
       0.04248587     0.0068942911     0.0068942911        1463.8635        4.2514319        4.2514319 
       0.04248587     0.0082555609     0.0051873127        1463.8638        5.1048187        3.1766112 
       0.04248587     0.0092028625     0.0032202209        1463.9512        5.6925276        1.9357933 
       0.04248587      0.009688694     0.0010916536        1456.0515        5.9783505       0.64008961 
      0.040296739     0.0010916536      0.009688694        1472.9679        0.6049194        5.6498043 
      0.040296739     0.0032202209     0.0092028625        1480.9595        1.8294244        5.3796849 
      0.040296739     0.0051873127     0.0082555609        1480.8711        3.0020484        4.8242724 
      0.040296739     0.0068942911     0.0068942911        1480.8708        4.0177908        4.0177908 
      0.040296739     0.0082555609     0.0051873127        1480.8711        4.8242724        3.0020484 
      0.040296739     0.0092028625     0.0032202209        1480.9595        5.3796849        1.8294244 
      0.040296739      0.009688694     0.0010916536        1472.9679        5.6498043        0.6049194 
      0.038107609     0.0010916536      0.009688694        1488.9329        0.5700775        5.3242526 
      0.038107609     0.0032202209     0.0092028625        1497.0111        1.7240414        5.0696885 
      0.038107609     0.0051873127     0.0082555609        1496.9218        2.8290886        4.5462764 
      0.038107609     0.0068942911     0.0068942911        1496.9214        3.7862797        3.7862797 
      0.038107609     0.0082555609     0.0051873127        1496.9218        4.5462764        2.8290886 
      0.038107609     0.0092028625     0.0032202209        1497.0111        5.0696885        1.7240414 
      0.038107609      0.009688694     0.0010916536        1488.9329        5.3242526        0.5700775 
      0.035918478     0.0010916536      0.009688694        1503.9551       0.53557582        5.0016753 
      0.035918478     0.0032202209     0.0092028625        1512.1148        1.6196682        4.7625108 
      0.035918478     0.0051873127     0.0082555609        1512.0245        2.6577434        4.2708018 
      0.035918478     0.0068942911     0.0068942911        1512.0242        3.5568857        3.5568857 
      0.035918478     0.0082555609     0.0051873127        1512.0245        4.2708018        2.6577434 
      0.035918478     0.0092028625     0.0032202209        1512.1148        4.7625108        1.6196682 
      0.035918478      0.009688694     0.0010916536        1503.9551        5.0016753       0.53557582 
      0.033729348     0.0010916536      0.009688694        1518.0431       0.50143919        4.6819863 
      0.033729348     0.0032202209     0.0092028625        1526.2791        1.5163498         4.458048 
      0.033729348     0.0051873127     0.0082555609        1526.1879         2.488021        3.9977456 
      0.033729348     0.0068942911     0.0068942911        1526.1874        3.3295502        3.3295502 
      0.033729348     0.0082555609     0.0051873127        1526.1879        3.9977456         2.488021 
      0.033729348     0.0092028625     0.0032202209        1526.2791         4.458048        1.5163498 
      0.033729348      0.009688694     0.0010916536        1518.0431        4.6819863       0.50143919 
      0.031540217     0.0010916536      0.009688694        1531.2053       0.46773965        4.3650521 
      0.031540217     0.0032202209     0.0092028625        1539.5124        1.4142279        4.1561187 
      0.031540217     0.0051873127     0.0082555609        1539.4199        2.3199855        3.7269204 
      0.031540217     0.0068942911     0.0068942911        1539.4192        3.1041851        3.1041851 
      0.031540217     0.0082555609     0.0051873127        1539.4199        3.7269204        2.3199855 
      0.031540217     0.0092028625     0.0032202209        1539.5124        4.1561187        1.4142279 
      0.031540217      0.009688694     0.0010916536        1531.2053        4.3650521       0.46773965 
      0.029351087     0.0010916536      0.009688694        1543.4501       0.43468049        4.0506971 
      0.029351087     0.0032202209     0.0092028625        1551.8227        1.3137161        3.8564175 
      0.029351087     0.0051873127     0.0082555609        1551.7282        2.1538844        3.4579917 
      0.029351087     0.0068942911     0.0068942911         1551.727        2.8806831        2.8806831 
      0.029351087     0.0082555609     0.0051873127        1551.7282        3.4579917        2.1538844 
      0.029351087     0.0092028625     0.0032202209        1551.8227        3.8564175        1.3137161 
      0.029351087      0.009688694     0.0010916536        1543.4501        4.0506971       0.43468049 
      0.027161957     0.0010916536      0.009688694        1554.7862       0.40282432        3.7386877 
      0.027161957     0.0032202209     0.0092028625        1563.2176        1.2159482        3.5583686 
      0.027161957     0.0051873127     0.0082555609        1563.1192        1.9904366        3.1903085 
      0.027161957     0.0068942911     0.0068942911        1563.1167        2.6589251        2.6589251 
      0.027161957     0.0082555609     0.0051873127        1563.1192        3.1903085        1.9904366 
      0.027161957     0.0092028625     0.0032202209        1563.2176        3.5583686        1.2159482 
      0.027161957      0.009688694     0.0010916536        1554.7862        3.7386877       0.40282432 
      0.024972826     0.0010916536      0.009688694         1565.224       0.37381335         3.428658 
      0.024972826     0.0032202209     0.0092028625        1573.7043        1.1239917        3.2607085 
      0.024972826     0.0051873127     0.0082555609        1573.5976         1.831398        2.9225551 
      0.024972826     0.0068942911     0.0068942911        1573.5923        2.4387839        2.4387839 
      0.024972826     0.0082555609     0.0051873127        1573.5976        2.9225551         1.831398 
      0.024972826     0.0092028625     0.0032202209        1573.7043        3.2607085        1.1239917 
      0.024972826      0.009688694     0.0010916536         1565.224         3.428658       0.37381335 
      0.022783696     0.0010916536      0.009688694        1574.7816        0.3539497        3.1197156 
      0.022783696     0.0032202209     0.0092028625        1583.2865         1.046849        2.9600944 
      0.022783696     0.0051873127     0.0082555609        1583.1631         1.679574        2.6527527 
      0.022783696     0.0068942911     0.0068942911        1583.1557        2.2201294        2.2201294 
      0.022783696     0.0082555609     0.0051873127        1583.1631        2.6527527         1.679574 
      0.022783696     0.0092028625     0.0032202209        1583.2865        2.9600944         1.046849 
      0.022783696      0.009688694     0.0010916536        1574.7816        3.1197156        0.3539497 
      0.020594565     0.0010916536      0.009688694        1583.5139       0.37404112        2.8080808 
      0.020594565     0.0032202209     0.0092028625        1591.9283        1.0094695        2.6474622 
      0.020594565     0.0051873127     0.0082555609        1591.8148        1.5296636        2.3838521 
      0.020594565     0.0068942911     0.0068942911        1591.8109        2.0027341        2.0027341 
      0.020594565     0.0082555609     0.0051873127        1591.8148        2.3838521        1.5296636 
      0.020594565     0.0092028625     0.0032202209        1591.9283        2.6474622        1.0094695 
      0.020594565      0.009688694     0.0010916536        1583.5139        2.8080808       0.37404112 
      0.074124038      0.001175627      0.010433978        512.19498        1.5616567        14.828309 
      0.074124038     0.0034679302      0.009910775        512.43514         4.733274        14.139922 
      0.074124038     0.0055863368     0.0088906041        512.53993        7.8222677        12.693702 
      0.074124038     0.0074246212     0.0074246212        512.58639        10.542802        10.542802 
      0.074124038     0.0088906041     0.0055863368        512.53993        12.693702        7.8222677 
      0.074124038      0.009910775     0.0034679302        512.43514        14.139922         4.733274 
      0.074124038      0.010433978      0.001175627        512.19498        14.828309        1.5616567 
      0.076322115      0.001175627      0.010433978        491.60522        1.4938536        13.704559 
      0.076322115     0.0034679302      0.009910775        491.68317        4.4593114        13.044878 
      0.076322115     0.0055863368     0.0088906041         491.7188        7.2767522        11.708855 
      0.076322115     0.0074246212     0.0074246212        491.74582         9.747914         9.747914 
      0.076322115     0.0088906041     0.0055863368         491.7188        11.708855        7.2767522 
      0.076322115      0.009910775     0.0034679302        491.68317        13.044878        4.4593114 
      0.076322115      0.010433978      0.001175627        491.60522        13.704559        1.4938536 
      0.078520192      0.001175627      0.010433978         471.1971        1.5797336        14.180661 
      0.078520192     0.0034679302      0.009910775         471.2139        4.6757752        13.480558 
      0.078520192     0.0055863368     0.0088906041        471.20715         7.565893        12.097286 
      0.078520192     0.0074246212     0.0074246212        471.22257        10.089254        10.089254 
      0.078520192     0.0088906041     0.0055863368        471.20715        12.097286         7.565893 
      0.078520192      0.009910775     0.0034679302         471.2139        13.480558        4.6757752 
      0.078520192      0.010433978      0.001175627         471.1971        14.180661        1.5797336 
      0.080718269      0.001175627      0.010433978        449.88648        1.6592592        14.786178 
      0.080718269     0.0034679302      0.009910775        449.88445        4.9001996        14.048952 
      0.080718269     0.0055863368     0.0088906041        449.85802        7.9060886        12.604689 
      0.080718269     0.0074246212     0.0074246212        449.86534        10.521032        10.521032 
      0.080718269     0.0088906041     0.0055863368        449.85802        12.604689        7.9060886 
      0.080718269      0.009910775     0.0034679302        449.88445        14.048952        4.9001996 
      0.080718269      0.010433978      0.001175627        449.88648        14.786178        1.6592592 
      0.082916346      0.001175627      0.010433978        427.49877        1.7461995        15.516485 
      0.082916346     0.0034679302      0.009910775         427.4903        5.1527293        14.739767 
      0.082916346     0.0055863368     0.0088906041        427.45674        8.3041303        13.223172 
      0.082916346     0.0074246212     0.0074246212        427.46012        11.041079        11.041079 
      0.082916346     0.0088906041     0.0055863368        427.45674        13.223172        8.3041303 
      0.082916346      0.009910775     0.0034679302         427.4903        14.739767        5.1527293 
      0.082916346      0.010433978      0.001175627        427.49877        15.516485        1.7461995 
      0.085114423      0.001175627      0.010433978        403.83997        1.8421722        16.349796 
      0.085114423     0.0034679302      0.009910775        403.83004        5.4340797        15.530008 
      0.085114423     0.0055863368     0.0088906041        403.79491        8.7534417        13.931517 
      0.085114423     0.0074246212     0.0074246212        403.79661        11.634215        11.634215 
      0.085114423     0.0088906041     0.0055863368        403.79491        13.931517        8.7534417 
      0.085114423      0.009910775     0.0034679302        403.83004        15.530008        5.4340797 
      0.085114423      0.010433978      0.001175627        403.83997        16.349796        1.8421722 
        0.0873125      0.001175627      0.010433978        378.68018        1.9492912        17.290513 
        0.0873125     0.0034679302      0.009910775        378.67122        5.7490428        16.422885 
        0.0873125     0.0055863368     0.0088906041        378.63708        9.2587038        14.732229 
        0.0873125     0.0074246212     0.0074246212        378.63812        12.303703        12.303703 
        0.0873125     0.0088906041     0.0055863368        378.63708        14.732229        9.2587038 
        0.0873125      0.009910775     0.0034679302        378.67122        16.422885        5.7490428 
        0.0873125      0.010433978      0.001175627        378.68018        17.290513        1.9492912 
      0.089510577      0.001175627      0.010433978        351.70179        2.0700929        18.354575 
      0.089510577     0.0034679302      0.009910775        351.69556        6.1044332        17.433096 
      0.089510577     0.0055863368     0.0088906041        351.66373        9.8295123        15.638322 
      0.089510577     0.0074246212     0.0074246212        351.66461        13.060943        13.060943 
      0.089510577     0.0088906041     0.0055863368        351.66373        15.638322        9.8295123 
      0.089510577      0.009910775     0.0034679302        351.69556        17.433096        6.1044332 
      0.089510577      0.010433978      0.001175627        351.70179        18.354575        2.0700929 
      0.091708654      0.001175627      0.010433978         322.4243        2.2083744        19.571499 
      0.091708654     0.0034679302      0.009910775        322.42295        6.5109232        18.588433 
      0.091708654     0.0055863368     0.0088906041        322.39429        10.482199        16.674677 
      0.091708654     0.0074246212     0.0074246212        322.39521        13.926977        13.926977 
      0.091708654     0.0088906041     0.0055863368        322.39429        16.674677        10.482199 
      0.091708654      0.009910775     0.0034679302        322.42295        18.588433        6.5109232 
      0.091708654      0.010433978      0.001175627         322.4243        19.571499        2.2083744 
      0.093906731      0.001175627      0.010433978        290.06063        2.3705741        20.993826 
      0.093906731     0.0034679302      0.009910775        290.06795        6.9866721        19.938618 
      0.093906731     0.0055863368     0.0088906041        290.04293         11.24511        17.885996 
      0.093906731     0.0074246212     0.0074246212        290.04375        14.939233        14.939233 
      0.093906731     0.0088906041     0.0055863368        290.04293        17.885996         11.24511 
      0.093906731      0.009910775     0.0034679302        290.06795        19.938618        6.9866721 
      0.093906731      0.010433978      0.001175627        290.06063        20.993826        2.3705741 
      0.096104808      0.001175627      0.010433978        253.12139        2.5774144        22.796068 
      0.096104808     0.0034679302      0.009910775        253.14596        7.5902892        21.649334 
      0.096104808     0.0055863368     0.0088906041        253.12298        12.211147        19.421459 
      0.096104808     0.0074246212     0.0074246212        253.12277        16.221978        16.221978 
      0.096104808     0.0088906041     0.0055863368        253.12298        19.421459        12.211147 
      0.096104808      0.009910775     0.0034679302        253.14596        21.649334        7.5902892 
      0.096104808      0.010433978      0.001175627        253.12139        22.796068        2.5774144 
      0.098302885      0.001175627      0.010433978        209.21968        2.8042593        24.761155 
      0.098302885     0.0034679302      0.009910775        209.27927        8.2472002        23.515185 
      0.098302885     0.0055863368     0.0088906041         209.2491        13.261756        21.097507 
      0.098302885     0.0074246212     0.0074246212        209.24708        17.620712        17.620712 
      0.098302885     0.0088906041     0.0055863368         209.2491        21.097507        13.261756 
      0.098302885      0.009910775     0.0034679302        209.27927        23.515185        8.2472002 
      0.098302885      0.010433978      0.001175627        209.21968        24.761155        2.8042593 
       0.10050096      0.001175627      0.010433978        136.98923        4.3363446        38.690257 
       0.10050096     0.0034679302      0.009910775        137.03036        12.835629         36.75588 
       0.10050096     0.0055863368     0.0088906041        137.01166         20.71228        32.965837 
       0.10050096     0.0074246212     0.0074246212        137.01018        27.529486        27.529486 
       0.10050096     0.0088906041     0.0055863368        137.01166        32.965837         20.71228 
       0.10050096      0.009910775     0.0034679302        137.03036         36.75588        12.835629 
       0.10050096      0.010433978      0.001175627        136.98923        38.690257        4.3363446 
       0.07063692     0.0098718085     0.0011122857        916.42595        221.86164        24.222378 
       0.07222442      0.010244451     0.0011542724        617.68968        160.14208        17.836422 
       0.07063692     0.0093767948     0.0032810824        918.39032        211.42934        72.891548 
       0.07222442      0.009730751      0.003404937        618.26007        152.34892        52.893244 
       0.07063692     0.0084115894     0.0052853519         918.6295        189.58614        118.72961 
       0.07222442      0.008729111      0.005484864        618.50734        136.72932        85.626109 
       0.07063692     0.0070245919     0.0070245919        918.67104        158.18323        158.18323 
       0.07222442     0.0072897569     0.0072897569        618.56382        114.08554        114.08554 
       0.07063692     0.0052853519     0.0084115894         918.6295        118.72961        189.58614 
       0.07222442      0.005484864      0.008729111        618.50734        85.626109        136.72932 
       0.07063692     0.0032810824     0.0093767948        918.39032        72.891548        211.42934 
       0.07222442      0.003404937      0.009730751        618.26007        52.893244        152.34892 
       0.07063692     0.0011122857     0.0098718085        916.42595        24.222378        221.86164 
       0.07222442     0.0011542724      0.010244451        617.68968        17.836422        160.14208 
      0.018416667      0.009688694     0.0010916536        1591.3809        2.5053467       0.34523811 
          0.01625      0.009688694     0.0010916536        1598.2788        2.2133376       0.24986709 
      0.014083333      0.009688694     0.0010916536        1604.2534        1.9154117       0.21791114 
      0.011916667      0.009688694     0.0010916536        1609.3677        1.6190186       0.18240549 
          0.00975      0.009688694     0.0010916536        1613.6309        1.3224982       0.15663643 
     0.0075833333      0.009688694     0.0010916536        1617.0696        1.0250998        0.1456655 
     0.0054166667      0.009688694     0.0010916536        1619.7442       0.72342218       0.17813682 
          0.00325      0.009688694     0.0010916536        1621.8313       0.40729527       0.34268432 
     0.0010833333      0.009688694     0.0010916536        1624.0916      0.022137509        1.1272719 
      0.018416667     0.0092028625     0.0032202209        1599.5978        2.3584968       0.91474004 
          0.01625     0.0092028625     0.0032202209        1606.4034        2.0985318       0.74679506 
      0.014083333     0.0092028625     0.0032202209        1612.3881        1.8175431       0.64255443 
      0.011916667     0.0092028625     0.0032202209        1617.5074        1.5362031       0.54278624 
          0.00975     0.0092028625     0.0032202209        1621.7739        1.2500322         0.459743 
     0.0075833333     0.0092028625     0.0032202209        1625.1886       0.95466473       0.40536511 
     0.0054166667     0.0092028625     0.0032202209        1627.7406       0.63550214       0.42085253 
          0.00325     0.0092028625     0.0032202209         1629.331       0.25797564       0.60444215 
     0.0010833333     0.0092028625     0.0032202209        1629.0938      -0.27251542        1.2257574 
      0.018416667     0.0082555609     0.0051873127        1599.5298        2.1258327        1.3688329 
          0.01625     0.0082555609     0.0051873127        1606.3422        1.8778579        1.1980344 
      0.014083333     0.0082555609     0.0051873127        1612.3052        1.6289124        1.0310164 
      0.011916667     0.0082555609     0.0051873127        1617.4133        1.3755231       0.87322354 
          0.00975     0.0082555609     0.0051873127        1621.6594        1.1170824       0.72528314 
     0.0075833333     0.0082555609     0.0051873127        1625.0323        0.8481223       0.59556531 
     0.0054166667     0.0082555609     0.0051873127        1627.5028       0.55907835       0.49895675 
          0.00325     0.0082555609     0.0051873127        1629.0016       0.24885079       0.43683741 
     0.0010833333     0.0082555609     0.0051873127        1629.6012      0.043262938       0.20833788 
      0.018416667     0.0068942911     0.0068942911        1599.5332        1.7877466        1.7877466 
          0.01625     0.0068942911     0.0068942911        1606.3481        1.5750244        1.5750244 
      0.014083333     0.0068942911     0.0068942911        1612.3077        1.3631426        1.3631426 
      0.011916667     0.0068942911     0.0068942911        1617.4104        1.1520704        1.1520704 
          0.00975     0.0068942911     0.0068942911        1621.6485       0.94168053       0.94168053 
     0.0075833333     0.0068942911     0.0068942911        1625.0063       0.73184762       0.73184762 
     0.0054166667     0.0068942911     0.0068942911        1627.4573       0.52244264       0.52244264 
          0.00325     0.0068942911     0.0068942911         1628.995        0.3133187        0.3133187 
     0.0010833333     0.0068942911     0.0068942911           1629.7       0.10426242       0.10426242 
      0.018416667     0.0051873127     0.0082555609        1599.5298        1.3688329        2.1258327 
          0.01625     0.0051873127     0.0082555609        1606.3422        1.1980344        1.8778579 
      0.014083333     0.0051873127     0.0082555609        1612.3052        1.0310164        1.6289124 
      0.011916667     0.0051873127     0.0082555609        1617.4133       0.87322354        1.3755231 
          0.00975     0.0051873127     0.0082555609        1621.6594       0.72528314        1.1170824 
     0.0075833333     0.0051873127     0.0082555609        1625.0323       0.59556531        0.8481223 
     0.0054166667     0.0051873127     0.0082555609        1627.5028       0.49895675       0.55907835 
          0.00325     0.0051873127     0.0082555609        1629.0016       0.43683741       0.24885079 
     0.0010833333     0.0051873127     0.0082555609        1629.6012       0.20833788      0.043262938 
      0.018416667     0.0032202209     0.0092028625        1599.5978       0.91474004        2.3584968 
          0.01625     0.0032202209     0.0092028625        1606.4034       0.74679506        2.0985318 
      0.014083333     0.0032202209     0.0092028625        1612.3881       0.64255443        1.8175431 
      0.011916667     0.0032202209     0.0092028625        1617.5074       0.54278624        1.5362031 
          0.00975     0.0032202209     0.0092028625        1621.7739         0.459743        1.2500322 
     0.0075833333     0.0032202209     0.0092028625        1625.1886       0.40536511       0.95466473 
     0.0054166667     0.0032202209     0.0092028625        1627.7406       0.42085253       0.63550214 
          0.00325     0.0032202209     0.0092028625         1629.331       0.60444215       0.25797564 
     0.0010833333     0.0032202209     0.0092028625        1629.0938        1.2257574      -0.27251542 
      0.018416667     0.0010916536      0.009688694        1591.3809       0.34523811        2.5053467 
          0.01625     0.0010916536      0.009688694        1598.2788       0.24986709        2.2133376 
      0.014083333     0.0010916536      0.009688694        1604.2534       0.21791114        1.9154117 
      0.011916667     0.0010916536      0.009688694        1609.3677       0.18240549        1.6190186 
          0.00975     0.0010916536      0.009688694        1613.6309       0.15663643        1.3224982 
     0.0075833333     0.0010916536      0.009688694        1617.0696        0.1456655        1.0250998 
     0.0054166667     0.0010916536      0.009688694        1619.7442       0.17813682       0.72342218 
          0.00325     0.0010916536      0.009688694        1621.8313       0.34268432       0.40729527 
     0.0010833333     0.0010916536      0.009688694        1624.0916        1.1272719      0.022137509 

