%    UNITS: X,Y,Z in in;  Magnetic Field Intensity in Amps/meter
%          X (in)           Y (in)           Z (in)        RealScatX        RealScatY        RealScatZ         RealTotX         RealTotY         RealTotZ
               -5                0                0        20270.701   -3.5313974e-12    2.3369529e-09        40270.701   -3.5313974e-12    2.3369529e-09 
            -4.95                0                0        21697.494   -3.9506176e-12    2.3581403e-09        41697.494   -3.9506176e-12    2.3581403e-09 
             -4.9                0                0        23264.423    -4.405365e-12    2.3771705e-09        43264.423    -4.405365e-12    2.3771705e-09 
            -4.85                0                0        24986.556   -5.5848659e-12    2.3904665e-09        44986.556   -5.5848659e-12    2.3904665e-09 
             -4.8                0                0        26879.645   -6.7075234e-12    2.3996911e-09        46879.645   -6.7075234e-12    2.3996911e-09 
            -4.75                0                0        28959.427   -6.8638428e-12    2.4043487e-09        48959.427   -6.8638428e-12    2.4043487e-09 
             -4.7                0                0        31240.378   -7.9012352e-12    2.3972753e-09        51240.378   -7.9012352e-12    2.3972753e-09 
            -4.65                0                0        33733.616   -8.5833562e-12    2.3784992e-09        53733.616   -8.5833562e-12    2.3784992e-09 
             -4.6                0                0        36443.509   -1.0771828e-11     2.370534e-09        56443.509   -1.0771828e-11     2.370534e-09 
            -4.55                0                0        39362.332   -1.3756107e-11    2.3338345e-09        59362.332   -1.3756107e-11    2.3338345e-09 
             -4.5                0                0        42462.149   -1.6029844e-11    2.2727136e-09        62462.149   -1.6029844e-11    2.2727136e-09 
            -4.45                0                0        45682.998   -1.9269919e-11    2.2015314e-09        65682.998   -1.9269919e-11    2.2015314e-09 
             -4.4                0                0        48916.326   -2.3874236e-11    2.1112641e-09        68916.326   -2.3874236e-11    2.1112641e-09 
            -4.35                0                0        51984.632   -2.6489033e-11     1.998842e-09        71984.632   -2.6489033e-11     1.998842e-09 
             -4.3                0                0        54619.565   -2.7853275e-11    1.8491733e-09        74619.565   -2.7853275e-11    1.8491733e-09 
            -4.25                0                0        56447.961   -3.9335646e-11    1.6546551e-09        76447.961   -3.9335646e-11    1.6546551e-09 
             -4.2                0                0         57003.21   -4.4792614e-11    1.4497914e-09         77003.21   -4.4792614e-11    1.4497914e-09 
            -4.15                0                0        55787.782   -5.1954885e-11    1.2080505e-09        75787.782   -5.1954885e-11    1.2080505e-09 
             -4.1                0                0        52405.566   -6.5199401e-11    9.5819974e-10        72405.566   -6.5199401e-11    9.5819974e-10 
            -4.05                0                0        46743.698   -7.5829121e-11    7.2066086e-10        66743.698   -7.5829121e-11    7.2066086e-10 
               -4                0                0        39114.589   -7.2304829e-11    5.0175686e-10        59114.589   -7.2304829e-11    5.0175686e-10 
            -3.95                0                0        30241.543   -8.0717655e-11    3.8494363e-10        50241.543   -8.0717655e-11    3.8494363e-10 
             -3.9                0                0        21051.055    -6.866685e-11    1.6041213e-10        41051.055    -6.866685e-11    1.6041213e-10 
            -3.85                0                0        12390.949   -5.7298166e-11    7.3896445e-11        32390.949   -5.7298166e-11    7.3896445e-11 
             -3.8                0                0        4831.5178   -4.5474735e-11    3.1832315e-12        24831.518   -4.5474735e-11    3.1832315e-12 
