%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ       RealFieldX       RealFieldY       RealFieldZ        RealFluxX        RealFluxY        RealFluxZ            |Pol|          |Field|           |Flux|
       0.86377273                0           0.3835        3989068.3    9.8338395e-08        7633.0999        3989.0683    9.8338395e-11        7.6330999        5.0178239    1.2369925e-13     0.0096016283        3989075.6        3989.0756        5.0178331 
        1.0553182                0           0.3835        3933731.6    -2.344722e-09        9366.2016        3933.7316    -2.344722e-12        9.3662016        4.9482162    -2.949411e-15      0.011781686        3933742.7        3933.7427        4.9482302 
        1.2468636                0           0.3835        3866997.9   -4.5097223e-08        11135.976        3866.9979   -4.5097223e-11        11.135976        4.8642723   -5.6727513e-14      0.014007874        3867013.9        3867.0139        4.8642924 
        1.4384091                0           0.3835        3788625.2    6.5223094e-08        12942.534        3788.6252    6.5223094e-11        12.942534        4.7656877    8.2043719e-14      0.016280332        3788647.3        3788.6473        4.7657155 
        1.6299545                0           0.3835        3698354.7   -3.5393813e-08        14791.482        3698.3547   -3.5393813e-11        14.791482        4.6521371   -4.4521654e-14      0.018606111        3698384.3        3698.3843        4.6521743 
           1.8215                0           0.3835        3595896.3   -7.0074205e-08        16687.211        3595.8963   -7.0074205e-11        16.687211        4.5232553   -8.8145901e-14      0.020990738          3595935         3595.935         4.523304 
        2.0130455                0           0.3835          3480945    3.1729886e-08        18630.109         3480.945    3.1729886e-11        18.630109        4.3786588    3.9912824e-14      0.023434697        3480994.8        3480.9948        4.3787215 
        2.2045909                0           0.3835        3353235.3   -7.9919585e-08        20608.871        3353.2353   -7.9919585e-11        20.608871        4.2180135   -1.0053034e-13      0.025923769        3353298.6        3353.2986        4.2180932 
        2.3961364                0           0.3835        3212708.7    5.5571208e-08        22575.322        3212.7087    5.5571208e-11        22.575322        4.0412461    6.9902672e-14      0.028397355          3212788         3212.788        4.0413458 
        2.5876818                0           0.3835        3060122.8   -1.2497629e-07        24347.361        3060.1228   -1.2497629e-10        24.347361        3.8493092   -1.5720689e-13      0.030626392        3060219.6        3060.2196         3.849431 
