%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ       RealFieldX       RealFieldY       RealFieldZ        RealFluxX        RealFluxY        RealFluxZ            |Pol|          |Field|           |Flux|
       0.86377273                0           0.3835        1527545.4   -8.6049986e-09        1754.5293        15275.454   -8.6049986e-11        17.545293        1.9387659   -1.0921494e-14     0.0022268546        1527546.4        15275.464        1.9387672 
        1.0553182                0           0.3835          1515361    1.5309747e-09        2175.8957         15153.61    1.5309747e-11        21.758957        1.9233014    1.9431183e-15     0.0027616543        1515362.6        15153.626        1.9233034 
        1.2468636                0           0.3835        1500495.7   -8.1550413e-10        2619.7012        15004.957   -8.1550413e-12        26.197012        1.9044343   -1.0350406e-15     0.0033249337          1500498         15004.98        1.9044372 
        1.4384091                0           0.3835        1482801.7    4.5638322e-09        3088.5509        14828.017    4.5638322e-11        30.885509        1.8819771    5.7924315e-15     0.0039199994          1482805         14828.05        1.8819812 
        1.6299545                0           0.3835        1462112.8   -4.3490563e-09        3586.0811        14621.128   -4.3490563e-11        35.860811        1.8557186   -5.5198372e-15     0.0045514665        1462117.2        14621.172        1.8557241 
           1.8215                0           0.3835        1438244.4    3.6170624e-09        4115.0207        14382.444    3.6170624e-11        41.150207        1.8254247     4.590788e-15     0.0052227984        1438250.3        14382.503        1.8254322 
        2.0130455                0           0.3835        1411008.7   -1.8644045e-09        4675.8322        14110.087   -1.8644045e-11        46.758322        1.7908571   -2.3663086e-15     0.0059345822        1411016.4        14110.164        1.7908669 
        2.2045909                0           0.3835        1380255.8   -2.9904403e-09        5263.8099        13802.558   -2.9904403e-11        52.638099        1.7518253   -3.7954771e-15     0.0066808456        1380265.8        13802.658        1.7518381 
        2.3961364                0           0.3835        1345999.3    8.3440725e-09        5862.1457        13459.993    8.3440725e-11        58.621457         1.708347    1.0590325e-14     0.0074402554        1346012.1        13460.121        1.7083632 
        2.5876818                0           0.3835        1308845.1   -5.0448497e-09        6419.0072        13088.451   -5.0448497e-11        64.190072        1.6611906   -6.4029406e-15     0.0081470259        1308860.8        13088.608        1.6612106 
        2.7792273                0           0.3835        1272454.6   -5.0207751e-09        6678.8965        12724.546   -5.0207751e-11        66.788965        1.6150038    -6.372385e-15     0.0084768784        1272472.1        12724.721         1.615026 
                0                0           0.3835        1551673.9     8.777868e-09   -2.8985384e-09        15516.739     8.777868e-11   -2.8985384e-11        1.9693899      1.11409e-14   -3.6788349e-15        1551673.9        15516.739        1.9693899 
      -0.65626017                0           0.3835        1537790.8   -5.1603173e-09       -1314.8928        15377.908   -5.1603173e-11       -13.148928        1.9517694   -6.5494924e-15    -0.0016688665        1537791.4        15377.914        1.9517701 
       -0.4327805                0           0.3835        1545645.1   -1.6356343e-09       -857.13208        15456.451   -1.6356343e-11       -8.5713208        1.9617381   -2.0759527e-15     -0.001087875        1545645.4        15456.454        1.9617384 
      -0.20930083                0           0.3835        1550230.5   -3.5183264e-09       -410.95281        15502.305   -3.5183264e-11       -4.1095281        1.9675578    -4.465472e-15   -0.00052158272        1550230.5        15502.305        1.9675579 
       0.20930083                0           0.3835        1550230.5    1.7290947e-09        410.95281        15502.305    1.7290947e-11        4.1095281        1.9675578    2.1945729e-15    0.00052158272        1550230.5        15502.305        1.9675579 
        0.4327805                0           0.3835        1545645.1    1.3974233e-09        857.13208        15456.451    1.3974233e-11        8.5713208        1.9617381    1.7736144e-15      0.001087875        1545645.4        15456.454        1.9617384 
       0.65626017                0           0.3835        1537790.8    5.5023188e-09        1314.8928        15377.908    5.5023188e-11        13.148928        1.9517694    6.9835619e-15     0.0016688665        1537791.4        15377.914        1.9517701 
       -2.7792273                0           0.3835        1272454.6    1.9785449e-09       -6678.8965        12724.546    1.9785449e-11       -66.788965        1.6150038     2.511176e-15    -0.0084768783        1272472.1        12724.721         1.615026 
       -2.5876818                0           0.3835        1308845.1   -2.2114644e-09       -6419.0072        13088.451   -2.2114644e-11       -64.190072        1.6611906   -2.8067982e-15    -0.0081470259        1308860.8        13088.608        1.6612106 
       -2.3961364                0           0.3835        1345999.3    2.7440326e-09       -5862.1457        13459.993    2.7440326e-11       -58.621457         1.708347    3.4827356e-15    -0.0074402554        1346012.1        13460.121        1.7083632 
       -2.2045909                0           0.3835        1380255.8    -4.296108e-09       -5263.8099        13802.558    -4.296108e-11       -52.638099        1.7518253    -5.452635e-15    -0.0066808456        1380265.8        13802.658        1.7518381 
       -2.0130455                0           0.3835        1411008.7   -4.8062863e-09       -4675.8322        14110.087   -4.8062863e-11       -46.758322        1.7908571    -6.100155e-15    -0.0059345822        1411016.4        14110.164        1.7908669 
          -1.8215                0           0.3835        1438244.4    -4.952098e-10       -4115.0207        14382.444    -4.952098e-12       -41.150207        1.8254247   -6.2852198e-16    -0.0052227984        1438250.3        14382.503        1.8254322 
       -1.6299545                0           0.3835        1462112.8    3.4977688e-09       -3586.0811        14621.128    3.4977688e-11       -35.860811        1.8557186    4.4393802e-15    -0.0045514665        1462117.2        14621.172        1.8557241 
       -1.4384091                0           0.3835        1482801.7   -5.4118729e-09       -3088.5509        14828.017   -5.4118729e-11       -30.885509        1.8819771   -6.8687677e-15    -0.0039199994          1482805         14828.05        1.8819812 
       -1.2468636                0           0.3835        1500495.7    3.8130205e-09       -2619.7012        15004.957    3.8130205e-11       -26.197012        1.9044343    4.8394987e-15    -0.0033249337          1500498         15004.98        1.9044372 
       -1.0553182                0           0.3835          1515361   -5.9419623e-09       -2175.8957         15153.61   -5.9419623e-11       -21.758957        1.9233014    -7.541559e-15    -0.0027616543        1515362.6        15153.626        1.9233034 
      -0.86377273                0           0.3835        1527545.4    6.2188878e-09       -1754.5293        15275.454    6.2188878e-11       -17.545293        1.9387659    7.8930337e-15    -0.0022268546        1527546.4        15275.464        1.9387672 

