%           X (m)            Y (m)            Z (m)         RealPolX         RealPolY         RealPolZ       RealFieldX       RealFieldY       RealFieldZ        RealFluxX        RealFluxY        RealFluxZ            |Pol|          |Field|           |Flux|
         0.044675     0.0010916536      0.009688694        8.0255997   -0.00074946237    -0.0066516716        8.0255997   -0.00074946237    -0.0066516716    2.0170532e-05   -1.8836044e-09   -1.6717474e-08        8.0256025        8.0256025    2.0170539e-05 
       0.04248587     0.0010916536      0.009688694        8.0212447   -0.00061748276    -0.0054803187        8.0212447   -0.00061748276    -0.0054803187    2.0159587e-05   -1.5519034e-09   -1.3773543e-08        8.0212466        8.0212466    2.0159591e-05 
      0.040296739     0.0010916536      0.009688694        8.0176421   -0.00051093642    -0.0045346926        8.0176421   -0.00051093642    -0.0045346926    2.0150532e-05   -1.2841233e-09   -1.1396925e-08        8.0176434        8.0176434    2.0150536e-05 
      0.038107609     0.0010916536      0.009688694        8.0146466    -0.0004245031    -0.0037675746        8.0146466    -0.0004245031    -0.0037675746    2.0143004e-05   -1.0668926e-09   -9.4689479e-09        8.0146475        8.0146475    2.0143006e-05 
      0.035918478     0.0010916536      0.009688694        8.0121453    -0.0003540175     -0.003141997        8.0121453    -0.0003540175     -0.003141997    2.0136717e-05   -8.8974301e-10   -7.8966998e-09        8.0121459        8.0121459    2.0136719e-05 
      0.033729348     0.0010916536      0.009688694        8.0100489   -0.00029622072    -0.0026290363        8.0100489   -0.00029622072    -0.0026290363    2.0131449e-05   -7.4448387e-10   -6.6074888e-09        8.0100493        8.0100493     2.013145e-05 
      0.031540217     0.0010916536      0.009688694        8.0082865   -0.00024855881    -0.0022060258        8.0082865   -0.00024855881    -0.0022060258    2.0127019e-05   -6.2469642e-10   -5.5443476e-09        8.0082868        8.0082868     2.012702e-05 
      0.029351087     0.0010916536      0.009688694        8.0068015   -0.00020902373    -0.0018551453        8.0068015   -0.00020902373    -0.0018551453    2.0123287e-05   -5.2533394e-10   -4.6624886e-09        8.0068017        8.0068017    2.0123288e-05 
      0.027161957     0.0010916536      0.009688694        8.0055482   -0.00017602961    -0.0015623236        8.0055482   -0.00017602961    -0.0015623236    2.0120137e-05   -4.4241067e-10   -3.9265474e-09        8.0055483        8.0055483    2.0120137e-05 
      0.024972826     0.0010916536      0.009688694        8.0044895   -0.00014831651    -0.0013163924        8.0044895   -0.00014831651    -0.0013163924    2.0117476e-05   -3.7276003e-10   -3.3084549e-09        8.0044896        8.0044896    2.0117477e-05 
      0.022783696     0.0010916536      0.009688694        8.0035956   -0.00012487121    -0.0011084319        8.0035956   -0.00012487121    -0.0011084319     2.011523e-05   -3.1383557e-10   -2.7857932e-09        8.0035957        8.0035957     2.011523e-05 
      0.020594565     0.0010916536      0.009688694        8.0028422   -0.00010484535   -0.00093125728        8.0028422   -0.00010484535   -0.00093125728    2.0113336e-05   -2.6350511e-10   -2.3405048e-09        8.0028422        8.0028422    2.0113336e-05 
      0.074124038      0.001175627      0.010433978        7.3754019    -0.0024069436     -0.021362395        7.3754019    -0.0024069436     -0.021362395    1.8536407e-05    -6.049309e-09   -5.3689553e-08        7.3754333        7.3754333    1.8536486e-05 
      0.076322115      0.001175627      0.010433978        7.5119026    -0.0050538267     -0.044852953        7.5119026    -0.0050538267     -0.044852953     1.887947e-05   -1.2701652e-08   -1.1272777e-07        7.5120382        7.5120382    1.8879811e-05 
      0.078520192      0.001175627      0.010433978        7.5802497     -0.003408941     -0.030254739        7.5802497     -0.003408941     -0.030254739    1.9051245e-05   -8.5676032e-09   -7.6038452e-08        7.5803109        7.5803109    1.9051399e-05 
      0.080718269      0.001175627      0.010433978        7.6122548    -0.0015022148      -0.01333234        7.6122548    -0.0015022148      -0.01333234    1.9131683e-05   -3.7754776e-09   -3.3507826e-08        7.6122666        7.6122666    1.9131713e-05 
      0.082916346      0.001175627      0.010433978        7.6232714    0.00039250756     0.0034836739        7.6232714    0.00039250756     0.0034836739    1.9159371e-05     9.864791e-10    8.7554274e-09        7.6232722        7.6232722    1.9159373e-05 
      0.085114423      0.001175627      0.010433978        7.6189244     0.0023158215        0.0205535        7.6189244     0.0023158215        0.0205535    1.9148446e-05    5.8202942e-09     5.165658e-08        7.6189525        7.6189525    1.9148516e-05 
        0.0873125      0.001175627      0.010433978        7.6006179     0.0043621803      0.038715396        7.6006179     0.0043621803      0.038715396    1.9102436e-05    1.0963355e-08    9.7302403e-08        7.6007178        7.6007178    1.9102687e-05 
      0.089510577      0.001175627      0.010433978        7.5668904     0.0066521079      0.059039015        7.5668904     0.0066521079      0.059039015     1.901767e-05    1.6718571e-08    1.4838123e-07        7.5671236        7.5671236    1.9018256e-05 
      0.091708654      0.001175627      0.010433978          7.51291     0.0093432487      0.082923458          7.51291     0.0093432487      0.082923458    1.8882002e-05    2.3482145e-08    2.0840938e-07        7.5133734        7.5133734    1.8883167e-05 
      0.093906731      0.001175627      0.010433978        7.4277199       0.01267303       0.11247589        7.4277199       0.01267303       0.11247589    1.8667896e-05    3.1850799e-08    2.8268274e-07        7.4285823        7.4285823    1.8670064e-05 
      0.096104808      0.001175627      0.010433978        7.2856846      0.017095497       0.15172596        7.2856846      0.017095497       0.15172596    1.8310923e-05     4.296567e-08    3.8132892e-07        7.2872844        7.2872844    1.8314943e-05 
      0.098302885      0.001175627      0.010433978        7.0155303      0.023857624       0.21174048        7.0155303      0.023857624       0.21174048    1.7631951e-05    5.9960749e-08    5.3216187e-07        7.0187655        7.0187655    1.7640082e-05 
       0.10050096      0.001175627      0.010433978         6.235237       0.03939382       0.34963277         6.235237       0.03939382       0.34963277     1.567086e-05    9.9007468e-08      8.78723e-07        6.2451562        6.2451562    1.5695789e-05 
       0.07063692     0.0011122857     0.0098718085        8.0551149      0.062430874       0.55409892        8.0551149      0.062430874       0.55409892    2.0244712e-05     1.569059e-07    1.3926025e-06        8.0743916        8.0743916    2.0293159e-05 
       0.07222442     0.0011542724      0.010244451        7.4791955      0.041396949       0.36740911        7.4791955      0.041396949       0.36740911    1.8797268e-05    1.0404188e-07    9.2339981e-07        7.4883288        7.4883288    1.8820223e-05 
      0.018416667     0.0010916536      0.009688694        8.0022141    -8.778128e-05   -0.00077986777        8.0022141    -8.778128e-05   -0.00077986777    2.0111758e-05   -2.2061842e-10   -1.9600215e-09        8.0022141        8.0022141    2.0111758e-05 
          0.01625     0.0010916536      0.009688694        8.0016897   -7.3238276e-05   -0.00064918011        8.0016897   -7.3238276e-05   -0.00064918011     2.011044e-05   -1.8406786e-10   -1.6315676e-09        8.0016898        8.0016898     2.011044e-05 
      0.014083333     0.0010916536      0.009688694        8.0012546   -6.0216623e-05   -0.00053454217        8.0012546   -6.0216623e-05   -0.00053454217    2.0109346e-05   -1.5134088e-10    -1.343451e-09        8.0012546        8.0012546    2.0109346e-05 
      0.011916667     0.0010916536      0.009688694        8.0008986   -4.8762314e-05   -0.00043282952        8.0008986   -4.8762314e-05   -0.00043282952    2.0108451e-05   -1.2255306e-10   -1.0878192e-09        8.0008986        8.0008986    2.0108451e-05 
          0.00975     0.0010916536      0.009688694        8.0006133   -3.8450057e-05   -0.00034134214        8.0006133   -3.8450057e-05   -0.00034134214    2.0107734e-05   -9.6635533e-11   -8.5788636e-10        8.0006133        8.0006133    2.0107734e-05 
     0.0075833333     0.0010916536      0.009688694        8.0003924   -2.9016817e-05   -0.00025777225        8.0003924   -2.9016817e-05   -0.00025777225    2.0107179e-05   -7.2927214e-11   -6.4785233e-10        8.0003924        8.0003924    2.0107179e-05 
     0.0054166667     0.0010916536      0.009688694        8.0002309   -2.0200401e-05    -0.0001800958        8.0002309   -2.0200401e-05    -0.0001800958    2.0106773e-05   -5.0769144e-11   -4.5263012e-10        8.0002309        8.0002309    2.0106773e-05 
          0.00325     0.0010916536      0.009688694        8.0001258   -1.1619269e-05   -0.00010650785        8.0001258   -1.1619269e-05   -0.00010650785    2.0106509e-05   -2.9202408e-11   -2.6768341e-10        8.0001258        8.0001258    2.0106509e-05 
     0.0010833333     0.0010916536      0.009688694        8.0000863   -2.2389905e-06   -3.5158605e-05        8.0000863   -2.2389905e-06   -3.5158605e-05     2.010641e-05   -5.6271969e-12   -8.8363212e-11        8.0000863        8.0000863     2.010641e-05 

