%          X (in)           Y (in)           Z (in)         RealPolX         RealPolY         RealPolZ
        2.7792273      -0.36473017      -0.11850802        1272454.6        -6352.008       -2063.8925 
        2.7792273      -0.22541564      -0.31025802        1272454.6       -3925.7569       -5403.3408 
        2.7792273                0          -0.3835        1272454.6    2.0715708e-09       -6678.8965 
        2.7792273       0.22541564      -0.31025802        1272454.6        3925.7569       -5403.3408 
        2.7792273       0.36473017      -0.11850802        1272454.6         6352.008       -2063.8925 
        2.5876818      -0.36473017      -0.11850802        1308845.1       -6104.8386       -1983.5823 
        2.5876818      -0.22541564      -0.31025802        1308845.1       -3772.9977       -5193.0859 
        2.5876818                0          -0.3835        1308845.1    6.4200283e-09       -6419.0072 
        2.5876818       0.22541564      -0.31025802        1308845.1        3772.9977       -5193.0859 
        2.5876818       0.36473017      -0.11850802        1308845.1        6104.8386       -1983.5823 
        2.3961364      -0.36473017      -0.11850802        1345999.3       -5575.2318       -1811.5026 
        2.3961364      -0.22541564      -0.31025802        1345999.3       -3445.6828       -4742.5755 
        2.3961364                0          -0.3835        1345999.3   -6.5575726e-09       -5862.1457 
        2.3961364       0.22541564      -0.31025802        1345999.3        3445.6828       -4742.5755 
        2.3961364       0.36473017      -0.11850802        1345999.3        5575.2318       -1811.5026 
        2.2045909      -0.36473017      -0.11850802        1380255.8       -5006.1807       -1626.6067 
        2.2045909      -0.22541564      -0.31025802        1380255.8       -3093.9898       -4258.5117 
        2.2045909                0          -0.3835        1380255.8   -5.5737174e-09       -5263.8099 
        2.2045909       0.22541564      -0.31025802        1380255.8        3093.9898       -4258.5117 
        2.2045909       0.36473017      -0.11850802        1380255.8        5006.1807       -1626.6067 
        2.0130455      -0.36473017      -0.11850802        1411008.7       -4446.9807       -1444.9116 
        2.0130455      -0.22541564      -0.31025802        1411008.7       -2748.3852       -3782.8277 
        2.0130455                0          -0.3835        1411008.7   -1.8265702e-09       -4675.8322 
        2.0130455       0.22541564      -0.31025802        1411008.7        2748.3852       -3782.8277 
        2.0130455       0.36473017      -0.11850802        1411008.7        4446.9807       -1444.9116 
           1.8215      -0.36473017      -0.11850802        1438244.4       -3913.6173       -1271.6113 
           1.8215      -0.22541564      -0.31025802        1438244.4       -2418.7485       -3329.1217 
           1.8215                0          -0.3835        1438244.4    4.6896091e-09       -4115.0207 
           1.8215       0.22541564      -0.31025802        1438244.4        2418.7485       -3329.1217 
           1.8215       0.36473017      -0.11850802        1438244.4        3913.6173       -1271.6113 
        1.6299545      -0.36473017      -0.11850802        1462112.8       -3410.5658         -1108.16 
        1.6299545      -0.22541564      -0.31025802        1462112.8       -2107.8456       -2901.2006 
        1.6299545                0          -0.3835        1462112.8   -7.7825018e-09       -3586.0811 
        1.6299545       0.22541564      -0.31025802        1462112.8        2107.8456       -2901.2006 
        1.6299545       0.36473017      -0.11850802        1462112.8        3410.5658         -1108.16 
        1.4384091      -0.36473017      -0.11850802        1482801.7       -2937.3864       -954.41471 
        1.4384091      -0.22541564      -0.31025802        1482801.7       -1815.4047       -2498.6902 
        1.4384091                0          -0.3835        1482801.7    6.9262307e-10       -3088.5509 
        1.4384091       0.22541564      -0.31025802        1482801.7        1815.4047       -2498.6902 
        1.4384091       0.36473017      -0.11850802        1482801.7        2937.3864       -954.41471 
        1.2468636      -0.36473017      -0.11850802        1500495.7       -2491.4839       -809.53218 
        1.2468636      -0.22541564      -0.31025802        1500495.7       -1539.8217       -2119.3828 
        1.2468636                0          -0.3835        1500495.7    -5.808106e-09       -2619.7012 
        1.2468636       0.22541564      -0.31025802        1500495.7        1539.8217       -2119.3828 
        1.2468636       0.36473017      -0.11850802        1500495.7        2491.4839       -809.53218 
        1.0553182      -0.36473017      -0.11850802          1515361       -2069.3998       -672.38876 
        1.0553182      -0.22541564      -0.31025802          1515361       -1278.9594       -1760.3366 
        1.0553182                0          -0.3835          1515361    3.9649804e-09       -2175.8957 
        1.0553182       0.22541564      -0.31025802          1515361        1278.9594       -1760.3366 
        1.0553182       0.36473017      -0.11850802          1515361        2069.3998       -672.38876 
