%           X (m)            Y (m)            Z (m)         RealPolX         RealPolY         RealPolZ
      0.068755435     0.0010916536      0.009688694        1339.5849       -6.9121387        10.904103 
      0.068755435     0.0032202209     0.0092028625        1394.0194       -7.4380793        13.262443 
      0.068755435     0.0051873127     0.0082555609        1391.6445        1.7505179        10.783064 
      0.068755435     0.0068942911     0.0068942911        1391.4335        7.1146486        7.1146486 
      0.068755435     0.0082555609     0.0051873127        1391.6445        10.783064        1.7505179 
      0.068755435     0.0092028625     0.0032202209        1394.0194        13.262443       -7.4380793 
      0.068755435      0.009688694     0.0010916536        1339.5849        10.904103       -6.9121387 
      0.066566304     0.0010916536      0.009688694        1360.2761       -1.2128583        11.500786 
      0.066566304     0.0032202209     0.0092028625        1430.4572      -0.65267049        12.192416 
      0.066566304     0.0051873127     0.0082555609        1426.7604        3.5798682        11.087467 
      0.066566304     0.0068942911     0.0068942911        1426.0689         7.985096         7.985096 
      0.066566304     0.0082555609     0.0051873127        1426.7604        11.087467        3.5798682 
      0.066566304     0.0092028625     0.0032202209        1430.4572        12.192416      -0.65267049 
      0.066566304      0.009688694     0.0010916536        1360.2761        11.500786       -1.2128583 
      0.064377174     0.0010916536      0.009688694        1389.4587      0.073025527        11.319883 
      0.064377174     0.0032202209     0.0092028625        1463.7926        1.5665971        11.377951 
      0.064377174     0.0051873127     0.0082555609        1461.7415        4.7130338        10.333191 
      0.064377174     0.0068942911     0.0068942911         1461.237         7.959789         7.959789 
      0.064377174     0.0082555609     0.0051873127        1461.7415        10.333191        4.7130338 
      0.064377174     0.0092028625     0.0032202209        1463.7926        11.377951        1.5665971 
      0.064377174      0.009688694     0.0010916536        1389.4587        11.319883      0.073025527 
      0.062188043     0.0010916536      0.009688694         1419.936       0.42227726        11.036693 
      0.062188043     0.0032202209     0.0092028625        1496.5821         2.270989        10.874774 
      0.062188043     0.0051873127     0.0082555609        1495.2911        5.1204995        9.7910194 
      0.062188043     0.0068942911     0.0068942911        1495.0631        7.7884686        7.7884686 
      0.062188043     0.0082555609     0.0051873127        1495.2911        9.7910194        5.1204995 
      0.062188043     0.0092028625     0.0032202209        1496.5821        10.874774         2.270989 
      0.062188043      0.009688694     0.0010916536         1419.936        11.036693       0.42227726 
      0.059998913     0.0010916536      0.009688694        1450.1112       0.53890555        10.688391 
      0.059998913     0.0032202209     0.0092028625        1528.6361        2.4796736        10.448903 
      0.059998913     0.0051873127     0.0082555609        1527.6279        5.1651796        9.3696148 
      0.059998913     0.0068942911     0.0068942911        1527.5295        7.5529738        7.5529738 
      0.059998913     0.0082555609     0.0051873127        1527.6279        9.3696148        5.1651796 
      0.059998913     0.0092028625     0.0032202209        1528.6361        10.448903        2.4796736 
      0.059998913      0.009688694     0.0010916536        1450.1112        10.688391       0.53890555 
      0.057809783     0.0010916536      0.009688694        1479.4838       0.56892147         10.30804 
      0.057809783     0.0032202209     0.0092028625        1559.6937        2.4984972        10.045448 
      0.057809783     0.0051873127     0.0082555609        1558.7855        5.0610211        8.9926585 
      0.057809783     0.0068942911     0.0068942911        1558.7387        7.2880971        7.2880971 
      0.057809783     0.0082555609     0.0051873127        1558.7855        8.9926585        5.0610211 
      0.057809783     0.0092028625     0.0032202209        1559.6937        10.045448        2.4984972 
      0.057809783      0.009688694     0.0010916536        1479.4838         10.30804       0.56892147 
      0.055620652     0.0010916536      0.009688694        1507.8487       0.56574658         9.910858 
      0.055620652     0.0032202209     0.0092028625        1589.6327        2.4431665        9.6462845 
      0.055620652     0.0051873127     0.0082555609        1588.7537        4.8965889        8.6294307 
      0.055620652     0.0068942911     0.0068942911        1588.7269        7.0087642        7.0087642 
      0.055620652     0.0082555609     0.0051873127        1588.7537        8.6294307        4.8965889 
      0.055620652     0.0092028625     0.0032202209        1589.6327        9.6462845        2.4431665 
      0.055620652      0.009688694     0.0010916536        1507.8487         9.910858       0.56574658 
      0.053431522     0.0010916536      0.009688694        1535.1178       0.54971513        9.5050999 
      0.053431522     0.0032202209     0.0092028625        1618.3951        2.3587479        9.2467438 
      0.053431522     0.0051873127     0.0082555609        1617.5184        4.7078005        8.2697395 
      0.053431522     0.0068942911     0.0068942911        1617.4992        6.7223858        6.7223858 
